Pathway,NGenes,Direction,PValue,FDR
REACTOME_PHOSPHORYLATION_OF_CD3_AND_TCR_ZETA_CHAINS,15,Up,8.795495891037547e-32,5.928164230559307e-29
REACTOME_TRANSLOCATION_OF_ZAP_70_TO_IMMUNOLOGICAL_SYNAPSE,13,Up,9.302661062040864e-30,3.1349967779077712e-27
REACTOME_PD1_SIGNALING,17,Up,5.167483881719173e-27,1.160961378759574e-24
REACTOME_ENDOSOMAL_VACUOLAR_PATHWAY,8,Up,1.5031149906728568e-19,2.5327487592837637e-17
REACTOME_ANTIGEN_ACTIVATES_B_CELL_RECEPTOR_LEADING_TO_GENERATION_OF_SECOND_MESSENGERS,27,Up,5.838356390414418e-17,7.648312239571127e-15
REACTOME_GENERATION_OF_SECOND_MESSENGER_MOLECULES,25,Up,6.808586563416434e-17,7.648312239571127e-15
REACTOME_INTERFERON_GAMMA_SIGNALING,58,Up,3.726053068791124e-15,3.587656811950311e-13
REACTOME_DOWNSTREAM_TCR_SIGNALING,32,Up,4.2795116738186604e-11,3.6054885851922214e-9
REACTOME_AMYLOIDS,15,Down,8.673100676791993e-10,6.495188729064225e-8
REACTOME_TCR_SIGNALING,48,Up,1.1827788464113067e-9,7.971929424812207e-8
REACTOME_PEPTIDE_CHAIN_ELONGATION,3,Up,3.776616880501072e-8,2.314036161325202e-6
REACTOME_ANTIGEN_PRESENTATION_FOLDING_ASSEMBLY_AND_PEPTIDE_LOADING_OF_CLASS_I_MHC,20,Up,1.9066696509352954e-7,1.0709127872753243e-5
REACTOME_TRANSLATION,59,Up,2.179521789675056e-7,1.1299982201853751e-5
REACTOME_ACTIVATION_OF_THE_MRNA_UPON_BINDING_OF_THE_CAP_BINDING_COMPLEX_AND_EIFS_AND_SUBSEQUENT_BINDING_TO_43S,21,Up,1.2658075805551467e-6,5.687695395294459e-5
REACTOME_3_UTR_MEDIATED_TRANSLATIONAL_REGULATION,21,Up,1.2658075805551467e-6,5.687695395294459e-5
REACTOME_MRNA_SPLICING,102,Up,5.014257262290479e-6,2.112255871739864e-4
REACTOME_COSTIMULATION_BY_THE_CD28_FAMILY,61,Up,6.481415015419059e-6,2.569690423760262e-4
REACTOME_SIGNALING_BY_THE_B_CELL_RECEPTOR_BCR,113,Up,9.637099461563527e-6,3.6085583539410094e-4
REACTOME_NEF_MEDIATED_DOWNREGULATION_OF_MHC_CLASS_I_COMPLEX_CELL_SURFACE_EXPRESSION,8,Up,4.303130518735299e-5,0.001526478931382943
REACTOME_INTERFERON_SIGNALING,137,Up,5.460995844710787e-5,0.0018403555996675354
