Pathway,NGenes,Direction,PValue,FDR
REACTOME_INTRINSIC_PATHWAY_FOR_APOPTOSIS,28,Up,8.741250384735723e-26,5.891602759311878e-23
REACTOME_GLUCAGON_TYPE_LIGAND_RECEPTORS,19,Up,4.0897274732040355e-18,1.37823815846976e-15
REACTOME_BINDING_AND_ENTRY_OF_HIV_VIRION,4,Up,1.5222186591304132e-10,3.419917920846328e-8
REACTOME_SRP_DEPENDENT_COTRANSLATIONAL_PROTEIN_TARGETING_TO_MEMBRANE,25,Up,6.243592425141932e-8,1.0520453236364154e-5
REACTOME_TRAF6_MEDIATED_IRF7_ACTIVATION_IN_TLR7_8_OR_9_SIGNALING,6,Up,1.1456197760537565e-7,1.544295458120464e-5
REACTOME_GLYCOSPHINGOLIPID_METABOLISM,29,Up,5.858602986472831e-6,5.825126698961208e-4
REACTOME_TRAFFICKING_AND_PROCESSING_OF_ENDOSOMAL_TLR,10,Up,6.049834850553183e-6,5.825126698961208e-4
REACTOME_CLASS_B_2_SECRETIN_FAMILY_RECEPTORS,56,Up,5.0388342474171526e-5,0.004245217853448951
REACTOME_INTERFERON_ALPHA_BETA_SIGNALING,50,Up,1.590463807406988e-4,0.01191080673547011
REACTOME_ACTIVATION_OF_IRF3_IRF7_MEDIATED_BY_TBK1_IKK_EPSILON,11,Up,2.1893976922849625e-4,0.014756540446000648
REACTOME_TRANSLATION,59,Up,4.0897333441261986e-4,0.025058911581282345
REACTOME_TRAF3_DEPENDENT_IRF_ACTIVATION_PATHWAY,13,Up,5.672707322306888e-4,0.03186170612695702
REACTOME_OPSINS,2,Up,6.924263070005404e-4,0.035899640839874174
REACTOME_INTERFERON_GAMMA_SIGNALING,58,Up,8.855959669486303e-4,0.04263512012309835
REACTOME_EARLY_PHASE_OF_HIV_LIFE_CYCLE,13,Up,0.001004552855080708,0.043727379113886966
REACTOME_APOPTOSIS,126,Up,0.001102446004021253,0.043727379113886966
REACTOME_SYNTHESIS_SECRETION_AND_DEACYLATION_OF_GHRELIN,8,Up,0.0011029160904096119,0.043727379113886966
REACTOME_G_ALPHA_S_SIGNALLING_EVENTS,75,Up,0.0015853905826558315,0.059364069595001685
REACTOME_SYNTHESIS_SECRETION_AND_INACTIVATION_OF_GIP,9,Up,0.002420214992961325,0.08585394238189122
REACTOME_SYNTHESIS_SECRETION_AND_INACTIVATION_OF_GLP1,10,Up,0.004553411361896245,0.15344996289590346
