Pathway,NGenes,Direction,PValue,FDR
REACTOME_TERMINATION_OF_O_GLYCAN_BIOSYNTHESIS,17,Up,8.553236308614735e-4,0.44082357358064944
REACTOME_GLUTATHIONE_CONJUGATION,21,Up,0.0013080818207140933,0.44082357358064944
REACTOME_REGULATION_OF_INSULIN_LIKE_GROWTH_FACTOR_IGF_ACTIVITY_BY_INSULIN_LIKE_GROWTH_FACTOR_BINDING_PROTEINS_IGFBPS,12,Up,0.007188392565307393,0.8802644179721133
REACTOME_PHOSPHORYLATION_OF_CD3_AND_TCR_ZETA_CHAINS,15,Down,0.013510388046432625,0.8802644179721133
REACTOME_TRANSLOCATION_OF_ZAP_70_TO_IMMUNOLOGICAL_SYNAPSE,13,Down,0.03174049452874571,0.8802644179721133
REACTOME_PD1_SIGNALING,17,Down,0.042163095959227626,0.8802644179721133
REACTOME_DOWNSTREAM_TCR_SIGNALING,32,Down,0.0541742801013759,0.8802644179721133
REACTOME_TCR_SIGNALING,48,Down,0.07157461089758499,0.8802644179721133
REACTOME_SYNTHESIS_OF_PC,15,Up,0.07465530989709288,0.8802644179721133
REACTOME_ORGANIC_CATION_ANION_ZWITTERION_TRANSPORT,6,Up,0.07663577018337839,0.8802644179721133
REACTOME_RECYCLING_OF_BILE_ACIDS_AND_SALTS,4,Up,0.07886574367935686,0.8802644179721133
REACTOME_TIGHT_JUNCTION_INTERACTIONS,21,Up,0.08132415206660656,0.8802644179721133
REACTOME_INTERFERON_GAMMA_SIGNALING,58,Down,0.08356096650602894,0.8802644179721133
REACTOME_AMINE_COMPOUND_SLC_TRANSPORTERS,16,Up,0.09414280671677507,0.8802644179721133
REACTOME_COSTIMULATION_BY_THE_CD28_FAMILY,61,Down,0.0961265512781786,0.8802644179721133
REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM,234,Down,0.1134661869663743,0.8802644179721133
REACTOME_PHASE_II_CONJUGATION,47,Up,0.11636252651315777,0.8802644179721133
REACTOME_GENERATION_OF_SECOND_MESSENGER_MOLECULES,25,Down,0.1289256952760494,0.8802644179721133
REACTOME_INTERFERON_SIGNALING,137,Down,0.13030097172627586,0.8802644179721133
REACTOME_O_LINKED_GLYCOSYLATION_OF_MUCINS,45,Up,0.1420130307976104,0.8802644179721133
