Pathway,NGenes,Direction,PValue,FDR
REACTOME_ANTIGEN_ACTIVATES_B_CELL_RECEPTOR_LEADING_TO_GENERATION_OF_SECOND_MESSENGERS,27,Up,9.343299401779117e-15,6.297383796799125e-12
REACTOME_AMYLOIDS,15,Down,1.0937265228566627e-7,2.5231457022912014e-5
REACTOME_RESPIRATORY_ELECTRON_TRANSPORT_ATP_SYNTHESIS_BY_CHEMIOSMOTIC_COUPLING_AND_HEAT_PRODUCTION_BY_UNCOUPLING_PROTEINS_,77,Down,1.1230618852928196e-7,2.5231457022912014e-5
REACTOME_REGULATION_OF_THE_FANCONI_ANEMIA_PATHWAY,5,Up,2.0896778299636785e-7,3.521107143488798e-5
REACTOME_FORMATION_OF_ATP_BY_CHEMIOSMOTIC_COUPLING,13,Down,2.0965953951353083e-6,2.826210592642396e-4
REACTOME_TCA_CYCLE_AND_RESPIRATORY_ELECTRON_TRANSPORT,110,Down,1.0648358773208804e-5,0.0011961656355237889
REACTOME_RESPIRATORY_ELECTRON_TRANSPORT,62,Down,1.3451256330106884e-5,0.0012951638237845772
REACTOME_SEMA3A_PAK_DEPENDENT_AXON_REPULSION,13,Down,1.7984941574990756e-5,0.0015152313276929712
REACTOME_RESPONSE_TO_ELEVATED_PLATELET_CYTOSOLIC_CA2_,64,Down,3.645937963536934e-5,0.002730402430470993
REACTOME_TETRAHYDROBIOPTERIN_BH4_SYNTHESIS_RECYCLING_SALVAGE_AND_REGULATION,12,Down,5.93848169346809e-5,0.004002536661397493
REACTOME_G2_M_DNA_DAMAGE_CHECKPOINT,9,Up,1.6907816841606535e-4,0.009663938948598362
REACTOME_GLYCOLYSIS,22,Down,1.7205826021243374e-4,0.009663938948598362
REACTOME_SMOOTH_MUSCLE_CONTRACTION,21,Down,2.316531206198601e-4,0.0120103233305989
REACTOME_MUSCLE_CONTRACTION,36,Down,2.953922357947414e-4,0.014221026208975408
REACTOME_THE_NLRP3_INFLAMMASOME,11,Down,8.433199590895747e-4,0.03636695981831255
REACTOME_SEMA4D_INDUCED_CELL_MIGRATION_AND_GROWTH_CONE_COLLAPSE,24,Down,8.823644849610422e-4,0.03636695981831255
REACTOME_CASPASE_MEDIATED_CLEAVAGE_OF_CYTOSKELETAL_PROTEINS,12,Down,9.172675325093668e-4,0.03636695981831255
REACTOME_IONOTROPIC_ACTIVITY_OF_KAINATE_RECEPTORS,8,Down,0.0011864163791866363,0.04362577507172689
REACTOME_GLUCOSE_METABOLISM,52,Down,0.0012298067156718262,0.04362577507172689
REACTOME_SEMAPHORIN_INTERACTIONS,60,Down,0.0014237796338127592,0.04798137365948999
