Pathway,NGenes,Direction,PValue,FDR
REACTOME_PHOSPHORYLATION_OF_CD3_AND_TCR_ZETA_CHAINS,15,Up,1.0136640445472746e-113,6.83209566024863e-111
REACTOME_TRANSLOCATION_OF_ZAP_70_TO_IMMUNOLOGICAL_SYNAPSE,13,Up,1.5316044678546582e-111,5.161507056670198e-109
REACTOME_PD1_SIGNALING,17,Up,7.905342879380597e-83,1.7760670335675076e-80
REACTOME_GENERATION_OF_SECOND_MESSENGER_MOLECULES,25,Up,1.869961221474061e-62,3.150884658183793e-60
REACTOME_DOWNSTREAM_TCR_SIGNALING,32,Up,2.924051324496971e-41,3.941621185421917e-39
REACTOME_TCR_SIGNALING,48,Up,3.452204369699257e-34,3.8779762419621653e-32
REACTOME_INTERFERON_GAMMA_SIGNALING,58,Up,9.364540742863546e-27,9.0167149438429e-25
REACTOME_COSTIMULATION_BY_THE_CD28_FAMILY,61,Up,3.502033232099654e-24,2.9504629980439584e-22
REACTOME_MHC_CLASS_II_ANTIGEN_PRESENTATION,84,Up,4.220791646908957e-23,3.160903966685152e-21
REACTOME_INTERFERON_SIGNALING,137,Up,3.060045326859893e-12,2.0624705503035683e-10
REACTOME_P2Y_RECEPTORS,8,Up,7.016655786308178e-12,4.2992963636106476e-10
REACTOME_IMMUNOREGULATORY_INTERACTIONS_BETWEEN_A_LYMPHOID_AND_A_NON_LYMPHOID_CELL,60,Up,1.9350592712097338e-11,1.0868582906628005e-9
REACTOME_SEMAPHORIN_INTERACTIONS,60,Up,6.739275613497693e-8,3.494055202690342e-6
REACTOME_NUCLEOTIDE_LIKE_PURINERGIC_RECEPTORS,12,Up,7.721531750302087e-8,3.7173659997882906e-6
REACTOME_CD28_DEPENDENT_VAV1_PATHWAY,11,Up,3.894609578172401e-7,1.749977903792132e-5
REACTOME_AMYLOIDS,15,Up,4.21128503794416e-7,1.7740038222339772e-5
REACTOME_SIGNAL_REGULATORY_PROTEIN_SIRP_FAMILY_INTERACTIONS,12,Up,1.464526304795982e-6,5.8064160554852465e-5
REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM,234,Up,1.9196971361925333e-6,7.188199276632042e-5
REACTOME_CASPASE_MEDIATED_CLEAVAGE_OF_CYTOSKELETAL_PROTEINS,12,Up,4.686806776812009e-6,1.6625830355638388e-4
REACTOME_ADAPTIVE_IMMUNE_SYSTEM,473,Up,2.2066889679069292e-5,7.436541821846352e-4
