Pathway,NGenes,Direction,PValue,FDR
REACTOME_TRAFFICKING_AND_PROCESSING_OF_ENDOSOMAL_TLR,10,Up,4.75332673183888e-21,3.2037422172594054e-18
REACTOME_SIGNAL_REGULATORY_PROTEIN_SIRP_FAMILY_INTERACTIONS,12,Up,1.4008487892400655e-16,4.720860419739021e-14
REACTOME_AMYLOIDS,15,Up,6.639141681335341e-16,1.49159383107334e-13
REACTOME_CS_DS_DEGRADATION,7,Up,9.45799390977735e-15,1.5936719737974835e-12
REACTOME_RESPONSE_TO_ELEVATED_PLATELET_CYTOSOLIC_CA2_,64,Up,3.754935564499068e-13,5.061653140944744e-11
REACTOME_IMMUNOREGULATORY_INTERACTIONS_BETWEEN_A_LYMPHOID_AND_A_NON_LYMPHOID_CELL,60,Up,8.787122007299882e-12,9.870867054866867e-10
REACTOME_CELL_SURFACE_INTERACTIONS_AT_THE_VASCULAR_WALL,75,Up,3.2380013941942614e-11,3.117732770981332e-9
REACTOME_PYRIMIDINE_CATABOLISM,9,Up,5.1513784212992983e-11,4.340036319944659e-9
REACTOME_ENDOSOMAL_VACUOLAR_PATHWAY,8,Up,2.477379499081675e-10,1.8552819804233874e-8
REACTOME_IL1_SIGNALING,35,Up,5.370661590174791e-8,3.6198259117778097e-6
REACTOME_LATENT_INFECTION_OF_HOMO_SAPIENS_WITH_MYCOBACTERIUM_TUBERCULOSIS,26,Up,7.193491991934083e-8,4.407648729603247e-6
REACTOME_TOLL_RECEPTOR_CASCADES,100,Up,9.279962261722602e-8,5.212245470334194e-6
REACTOME_CHEMOKINE_RECEPTORS_BIND_CHEMOKINES,49,Up,2.0778646486448738e-7,1.0772929024512653e-5
REACTOME_CHONDROITIN_SULFATE_BIOSYNTHESIS,14,Up,4.800721074031631e-7,2.3112042884980853e-5
REACTOME_TCR_SIGNALING,48,Up,2.063239715419279e-6,9.180068740312002e-5
REACTOME_PLATELET_ACTIVATION_SIGNALING_AND_AGGREGATION,168,Up,2.17924480482184e-6,9.180068740312002e-5
REACTOME_GENERATION_OF_SECOND_MESSENGER_MOLECULES,25,Up,2.4438078947441733e-6,9.688979535632782e-5
REACTOME_PLATELET_ADHESION_TO_EXPOSED_COLLAGEN,11,Up,3.1054523211933724e-6,1.1628193691579627e-4
REACTOME_PEPTIDE_LIGAND_BINDING_RECEPTORS,109,Up,3.361904668708667e-6,1.1925914456366535e-4
REACTOME_IKK_COMPLEX_RECRUITMENT_MEDIATED_BY_RIP1,9,Up,5.311244459447137e-6,1.7898893828336855e-4
