Pathway,NGenes,Direction,PValue,FDR
REACTOME_TRANSLOCATION_OF_ZAP_70_TO_IMMUNOLOGICAL_SYNAPSE,13,Up,3.106776519096162e-129,2.093967373870813e-126
REACTOME_PHOSPHORYLATION_OF_CD3_AND_TCR_ZETA_CHAINS,15,Up,9.220186927116251e-110,3.107202994438177e-107
REACTOME_PD1_SIGNALING,17,Up,5.2426562320839476e-95,1.1778501001415269e-92
REACTOME_GENERATION_OF_SECOND_MESSENGER_MOLECULES,25,Up,3.0993217352617426e-60,5.222357123916036e-58
REACTOME_DOWNSTREAM_TCR_SIGNALING,32,Up,1.3619413140585092e-46,1.8358968913508706e-44
REACTOME_AMYLOIDS,15,Up,1.6217120747416277e-28,1.8217232306264284e-26
REACTOME_TCR_SIGNALING,48,Up,8.766626465666733e-28,8.441008911227683e-26
REACTOME_INTERFERON_GAMMA_SIGNALING,58,Up,3.6257649898724426e-24,3.054707003967533e-22
REACTOME_MHC_CLASS_II_ANTIGEN_PRESENTATION,84,Up,1.5042648609256174e-19,1.1265272402931846e-17
REACTOME_COSTIMULATION_BY_THE_CD28_FAMILY,61,Up,2.40040209106794e-19,1.6178710093797916e-17
REACTOME_PLATELET_ADHESION_TO_EXPOSED_COLLAGEN,11,Up,3.3423392595576807e-19,2.0479424190380698e-17
REACTOME_SIGNAL_REGULATORY_PROTEIN_SIRP_FAMILY_INTERACTIONS,12,Up,2.477048141814301e-10,1.3912753729856991e-8
REACTOME_OTHER_SEMAPHORIN_INTERACTIONS,13,Up,1.5675242016569473e-9,8.127010091667558e-8
REACTOME_IMMUNOREGULATORY_INTERACTIONS_BETWEEN_A_LYMPHOID_AND_A_NON_LYMPHOID_CELL,60,Up,4.2018115905359305e-8,2.0228721514437267e-6
REACTOME_INTERFERON_SIGNALING,137,Up,7.186986418857562e-8,3.2293525642066644e-6
REACTOME_APOPTOTIC_CLEAVAGE_OF_CELLULAR_PROTEINS,33,Up,1.1086018986923954e-6,4.6699854982417155e-5
REACTOME_GPVI_MEDIATED_ACTIVATION_CASCADE,31,Up,2.3566689092391e-6,9.34349908721855e-5
REACTOME_CASPASE_MEDIATED_CLEAVAGE_OF_CYTOSKELETAL_PROTEINS,12,Up,8.3571408019587e-6,3.129284944733424e-4
REACTOME_CELL_SURFACE_INTERACTIONS_AT_THE_VASCULAR_WALL,75,Up,1.254886153059183e-5,4.451543511378365e-4
REACTOME_APOPTOTIC_EXECUTION_PHASE,41,Up,2.890473139821069e-5,9.740894481197003e-4
