Pathway,NGenes,Direction,PValue,FDR
REACTOME_TRANSLOCATION_OF_ZAP_70_TO_IMMUNOLOGICAL_SYNAPSE,13,Up,7.886613695370743e-118,5.3155776306798805e-115
REACTOME_PHOSPHORYLATION_OF_CD3_AND_TCR_ZETA_CHAINS,15,Up,9.031115307252273e-103,3.0434858585440163e-100
REACTOME_PD1_SIGNALING,17,Up,3.1034577134888366e-86,6.972434996304919e-84
REACTOME_GENERATION_OF_SECOND_MESSENGER_MOLECULES,25,Up,1.39318315886311e-56,2.3475136226843406e-54
REACTOME_DOWNSTREAM_TCR_SIGNALING,32,Up,7.448301317315809e-50,1.0040310175741712e-47
REACTOME_TCR_SIGNALING,48,Up,4.381547423463819e-31,4.92193827235769e-29
REACTOME_MHC_CLASS_II_ANTIGEN_PRESENTATION,84,Up,7.391395932363645e-30,7.116858369161567e-28
REACTOME_INTERFERON_GAMMA_SIGNALING,58,Up,1.1107557834641005e-27,9.358117475685047e-26
REACTOME_COSTIMULATION_BY_THE_CD28_FAMILY,61,Up,9.818782748205141e-23,7.35317730254474e-21
REACTOME_RESPONSE_TO_ELEVATED_PLATELET_CYTOSOLIC_CA2_,64,Up,8.057154337708223e-14,5.4305220236153426e-12
REACTOME_AMYLOIDS,15,Up,2.5788935655129004e-13,1.5801584210506318e-11
REACTOME_TRAFFICKING_AND_PROCESSING_OF_ENDOSOMAL_TLR,10,Up,3.4230093651599864e-13,1.9225902600981923e-11
REACTOME_IL_7_SIGNALING,10,Up,9.444288967775762e-12,4.896500587908357e-10
REACTOME_IRON_UPTAKE_AND_TRANSPORT,33,Up,1.6715786849101866e-10,8.047457383067612e-9
REACTOME_NFKB_IS_ACTIVATED_AND_SIGNALS_SURVIVAL,6,Up,9.604055508257798e-10,4.315422275043837e-8
REACTOME_INTERFERON_SIGNALING,137,Up,4.9513699982559745e-9,2.0857646117653292e-7
REACTOME_TRANSFERRIN_ENDOCYTOSIS_AND_RECYCLING,23,Up,5.570560843297665e-9,2.2085635343427216e-7
REACTOME_SIGNAL_REGULATORY_PROTEIN_SIRP_FAMILY_INTERACTIONS,12,Up,6.1000431190265145e-9,2.2841272567910393e-7
REACTOME_INSULIN_RECEPTOR_RECYCLING,20,Up,3.0397435025278786e-8,1.0783090108967317e-6
REACTOME_SYNTHESIS_SECRETION_AND_DEACYLATION_OF_GHRELIN,8,Up,4.726458121802668e-8,1.5928163870474993e-6
