Pathway,NGenes,Direction,PValue,FDR
REACTOME_ETHANOL_OXIDATION,7,Up,1.0412135231873937e-18,7.017779146283034e-16
REACTOME_XENOBIOTICS,10,Up,3.322803601844595e-13,1.1197848138216286e-10
REACTOME_TERMINATION_OF_O_GLYCAN_BIOSYNTHESIS,17,Up,1.0080947747681589e-11,2.2648529273124634e-9
REACTOME_PHASE1_FUNCTIONALIZATION_OF_COMPOUNDS,46,Up,3.136613765244691e-11,5.285194194437304e-9
REACTOME_REGULATION_OF_COMPLEMENT_CASCADE,10,Up,1.6228765478628606e-10,2.1876375865191362e-8
REACTOME_GLUCURONIDATION,4,Up,3.5611012834237264e-10,4.0003037750459855e-8
REACTOME_BIOLOGICAL_OXIDATIONS,93,Up,9.310818240730779e-10,8.964987848932207e-8
REACTOME_INITIAL_TRIGGERING_OF_COMPLEMENT,8,Up,1.9802054996226318e-7,1.6683231334320673e-5
REACTOME_PASSIVE_TRANSPORT_BY_AQUAPORINS,8,Up,7.955816506633374e-7,5.958022583856549e-5
REACTOME_CYTOCHROME_P450_ARRANGED_BY_SUBSTRATE_TYPE,33,Up,4.524427011635284e-6,3.0494638058421817e-4
REACTOME_ACETYLCHOLINE_NEUROTRANSMITTER_RELEASE_CYCLE,6,Up,6.1392724294315045e-6,3.7616996522153034e-4
REACTOME_BASE_FREE_SUGAR_PHOSPHATE_REMOVAL_VIA_THE_SINGLE_NUCLEOTIDE_REPLACEMENT_PATHWAY,10,Up,1.8052756121273923e-5,0.0010139631354782186
REACTOME_NOREPINEPHRINE_NEUROTRANSMITTER_RELEASE_CYCLE,7,Up,3.560112968569638e-5,0.0018457816467814892
REACTOME_TIGHT_JUNCTION_INTERACTIONS,21,Up,5.0829820975847184e-5,0.0024470928098372148
REACTOME_O_LINKED_GLYCOSYLATION_OF_MUCINS,45,Up,6.713944852804784e-5,0.0030167992205269493
REACTOME_COMPLEMENT_CASCADE,22,Up,1.0075122701426697e-4,0.004244145437975996
REACTOME_RESOLUTION_OF_AP_SITES_VIA_THE_SINGLE_NUCLEOTIDE_REPLACEMENT_PATHWAY,12,Up,1.275903800057188e-4,0.005008615954658983
REACTOME_DOPAMINE_NEUROTRANSMITTER_RELEASE_CYCLE,8,Up,1.337612569493497e-4,0.005008615954658983
REACTOME_PHOSPHORYLATION_OF_CD3_AND_TCR_ZETA_CHAINS,15,Down,1.8911674496746887e-4,0.006708667689898632
REACTOME_CELL_CELL_JUNCTION_ORGANIZATION,39,Up,2.976205694414293e-4,0.010029813190176168
