Pathway,NGenes,Direction,PValue,FDR
REACTOME_ENDOSOMAL_VACUOLAR_PATHWAY,8,Down,1.1251202242497264e-185,7.583310311443155e-183
REACTOME_PHOSPHORYLATION_OF_CD3_AND_TCR_ZETA_CHAINS,15,Down,2.7880967088517614e-156,9.395885908830436e-154
REACTOME_TRANSLOCATION_OF_ZAP_70_TO_IMMUNOLOGICAL_SYNAPSE,13,Down,6.725678898273031e-140,1.511035859145341e-137
REACTOME_PD1_SIGNALING,17,Down,2.3609778491023522e-116,3.978247675737464e-114
REACTOME_INTERFERON_GAMMA_SIGNALING,58,Down,1.6302567543984132e-100,2.197586104929061e-98
REACTOME_GENERATION_OF_SECOND_MESSENGER_MOLECULES,25,Down,9.998182169193953e-76,1.1231291303394541e-73
REACTOME_ANTIGEN_PRESENTATION_FOLDING_ASSEMBLY_AND_PEPTIDE_LOADING_OF_CLASS_I_MHC,20,Down,1.39528213484253e-63,1.3434573698340933e-61
REACTOME_DOWNSTREAM_TCR_SIGNALING,32,Down,2.3181129616309988e-51,1.9530101701741163e-49
REACTOME_TCR_SIGNALING,48,Down,8.943205197830226e-45,6.6974670037084134e-43
REACTOME_MHC_CLASS_II_ANTIGEN_PRESENTATION,84,Down,1.6267551369798814e-41,1.0964329623244402e-39
REACTOME_COSTIMULATION_BY_THE_CD28_FAMILY,61,Down,5.116440853955447e-33,2.9786308986705935e-31
REACTOME_INTERFERON_SIGNALING,137,Down,5.3032004130633714e-33,2.9786308986705935e-31
REACTOME_NEF_MEDIATED_DOWNREGULATION_OF_MHC_CLASS_I_COMPLEX_CELL_SURFACE_EXPRESSION,8,Down,3.915339450754423e-30,2.029952915237293e-28
REACTOME_ER_PHAGOSOME_PATHWAY,55,Down,2.5917727355287136e-29,1.2477534455331093e-27
REACTOME_ANTIGEN_PROCESSING_CROSS_PRESENTATION,68,Down,2.2993718386573025e-28,1.0331844128366813e-26
REACTOME_INTERFERON_ALPHA_BETA_SIGNALING,50,Down,2.4400496420795726e-20,1.02787091172602e-18
REACTOME_IMMUNOREGULATORY_INTERACTIONS_BETWEEN_A_LYMPHOID_AND_A_NON_LYMPHOID_CELL,60,Down,5.720165333073739e-20,2.2678773144068826e-18
REACTOME_FORMATION_OF_ATP_BY_CHEMIOSMOTIC_COUPLING,13,Down,6.658292867342005e-20,2.493160773660284e-18
REACTOME_AMYLOIDS,15,Down,7.88990617948156e-19,2.7988404026160904e-17
REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM,234,Down,1.3876438399613413e-16,4.67635974066972e-15
