Pathway,NGenes,Direction,PValue,FDR
REACTOME_CREATION_OF_C4_AND_C2_ACTIVATORS,4,Up,2.3995043125898757e-122,1.6172659066855762e-119
REACTOME_INITIAL_TRIGGERING_OF_COMPLEMENT,8,Up,8.023286305514319e-101,2.7038474849583253e-98
REACTOME_COMPLEMENT_CASCADE,22,Up,8.747008482824465e-32,1.9651612391412297e-29
REACTOME_RESPONSE_TO_ELEVATED_PLATELET_CYTOSOLIC_CA2_,64,Up,1.4518215278827008e-14,2.446319274482351e-12
REACTOME_TRAFFICKING_AND_PROCESSING_OF_ENDOSOMAL_TLR,10,Up,4.4914380002160105e-14,6.0544584242911825e-12
REACTOME_LIPID_DIGESTION_MOBILIZATION_AND_TRANSPORT,35,Up,9.223395577522446e-14,1.0360947698750214e-11
REACTOME_ETHANOL_OXIDATION,7,Up,2.330939368960003e-12,2.24436162097006e-10
REACTOME_CHYLOMICRON_MEDIATED_LIPID_TRANSPORT,13,Up,8.902291468474912e-12,7.500180562190113e-10
REACTOME_GLYCOPROTEIN_HORMONES,3,Up,4.231944133148871e-10,3.1692559397137095e-8
REACTOME_LIPOPROTEIN_METABOLISM,23,Up,2.2030930252134753e-9,1.4848846989938825e-7
REACTOME_CELL_SURFACE_INTERACTIONS_AT_THE_VASCULAR_WALL,75,Up,1.1471402853427154e-8,7.028841384736274e-7
REACTOME_HORMONE_SENSITIVE_LIPASE_HSL_MEDIATED_TRIACYLGLYCEROL_HYDROLYSIS,11,Up,2.411561524902767e-8,1.3544937231537207e-6
REACTOME_HDL_MEDIATED_LIPID_TRANSPORT,13,Up,4.872522497452201e-8,2.5262155102175255e-6
REACTOME_AMYLOIDS,15,Up,5.7057553307933005e-8,2.7469136378247748e-6
REACTOME_PEPTIDE_HORMONE_BIOSYNTHESIS,4,Up,1.0774785743601785e-7,4.841470394125069e-6
REACTOME_INTRINSIC_PATHWAY,10,Up,1.6760473151805471e-6,7.060349315198054e-5
REACTOME_SYNTHESIS_OF_BILE_ACIDS_AND_BILE_SALTS_VIA_24_HYDROXYCHOLESTEROL,7,Up,6.072252595218777e-6,2.40746955833968e-4
REACTOME_THE_NLRP3_INFLAMMASOME,11,Up,8.338782120854403e-6,3.122410638586593e-4
REACTOME_SYNTHESIS_OF_BILE_ACIDS_AND_BILE_SALTS_VIA_7ALPHA_HYDROXYCHOLESTEROL,10,Up,1.1364087003070367e-5,4.031260336878646e-4
REACTOME_MHC_CLASS_II_ANTIGEN_PRESENTATION,84,Up,1.4179712223237046e-5,4.778563019230885e-4
