Pathway,NGenes,Direction,PValue,FDR
REACTOME_NOREPINEPHRINE_NEUROTRANSMITTER_RELEASE_CYCLE,7,Up,2.0224007447203066e-33,1.174427789549693e-30
REACTOME_NA_CL_DEPENDENT_NEUROTRANSMITTER_TRANSPORTERS,7,Up,3.4849489304145194e-33,1.174427789549693e-30
REACTOME_DEGRADATION_OF_THE_EXTRACELLULAR_MATRIX,20,Up,7.814142817087902e-31,1.7555774195724152e-28
REACTOME_DOPAMINE_NEUROTRANSMITTER_RELEASE_CYCLE,8,Up,4.256770029354353e-29,7.172657499462085e-27
REACTOME_AMINE_COMPOUND_SLC_TRANSPORTERS,16,Up,9.042032445532335e-15,1.2188659736577588e-12
REACTOME_REGULATION_OF_KIT_SIGNALING,16,Up,7.095808587343391e-11,7.970958313115742e-9
REACTOME_NEUROTRANSMITTER_RELEASE_CYCLE,21,Up,2.630922681318856e-10,2.533202696012727e-8
REACTOME_EXTRACELLULAR_MATRIX_ORGANIZATION,67,Up,2.4264184249819187e-7,2.0442575230472665e-5
REACTOME_TRANSPORT_OF_GLUCOSE_AND_OTHER_SUGARS_BILE_SALTS_AND_ORGANIC_ACIDS_METAL_IONS_AND_AMINE_COMPOUNDS,62,Up,0.0013101910934255037,0.09811875521875439
REACTOME_TRANSLOCATION_OF_ZAP_70_TO_IMMUNOLOGICAL_SYNAPSE,13,Down,0.0021921247095068284,0.14647957158819802
REACTOME_SIGNALING_BY_SCF_KIT,72,Up,0.0023906161535165848,0.14647957158819802
REACTOME_PHOSPHORYLATION_OF_CD3_AND_TCR_ZETA_CHAINS,15,Down,0.004375279928530632,0.24574488931913716
REACTOME_PD1_SIGNALING,17,Down,0.007877528422675497,0.4084195505294835
REACTOME_RETROGRADE_NEUROTROPHIN_SIGNALLING,11,Up,0.010493108641027494,0.5051682302894666
REACTOME_SIGNALLING_TO_P38_VIA_RIT_AND_RIN,13,Up,0.020374988694872666,0.8909362923283085
REACTOME_GPVI_MEDIATED_ACTIVATION_CASCADE,31,Up,0.02114982296328329,0.8909362923283085
REACTOME_ARMS_MEDIATED_ACTIVATION,16,Up,0.04238987045424415,0.9933288821465891
REACTOME_PROLONGED_ERK_ACTIVATION_EVENTS,18,Up,0.060616726644198385,0.9933288821465891
REACTOME_FACTORS_INVOLVED_IN_MEGAKARYOCYTE_DEVELOPMENT_AND_PLATELET_PRODUCTION,89,Up,0.06544411224704663,0.9933288821465891
REACTOME_DOWNSTREAM_TCR_SIGNALING,32,Down,0.06561619513297161,0.9933288821465891
