Pathway,NGenes,Direction,PValue,FDR
REACTOME_MITOTIC_PROMETAPHASE,80,Up,8.298605200969232e-123,5.593259905453262e-120
REACTOME_CYCLIN_A_B1_ASSOCIATED_EVENTS_DURING_G2_M_TRANSITION,15,Up,3.271854315622777e-88,1.1026149043648758e-85
REACTOME_KINESINS,20,Up,3.5092422735343804e-70,7.884097641207241e-68
REACTOME_MITOTIC_M_M_G1_PHASES,157,Up,6.849018603503671e-61,1.1540596346903686e-58
REACTOME_DNA_REPLICATION,177,Up,5.551416627918695e-57,7.483309614434401e-55
REACTOME_CELL_CYCLE_MITOTIC,292,Up,1.715920517523714e-56,1.927550714684972e-54
REACTOME_G1_S_SPECIFIC_TRANSCRIPTION,16,Up,8.51411864674344e-54,8.197879954150112e-52
REACTOME_CELL_CYCLE,337,Up,9.806735940639795e-49,8.262175029989028e-47
REACTOME_APC_CDC20_MEDIATED_DEGRADATION_OF_NEK2A,19,Up,1.1902669806178329e-47,8.913777165960215e-46
REACTOME_DEPOSITION_OF_NEW_CENPA_CONTAINING_NUCLEOSOMES_AT_THE_CENTROMERE,19,Up,3.142775476495988e-44,2.118230671158296e-42
REACTOME_APC_C_CDC20_MEDIATED_DEGRADATION_OF_CYCLIN_B,17,Up,3.233088295700471e-41,1.9810013739110157e-39
REACTOME_PHOSPHORYLATION_OF_THE_APC_C,17,Up,3.9660445937922174e-40,2.2275950468466286e-38
REACTOME_INHIBITION_OF_THE_PROTEOLYTIC_ACTIVITY_OF_APC_C_REQUIRED_FOR_THE_ONSET_OF_ANAPHASE_BY_MITOTIC_SPINDLE_CHECKPOINT_COMPONENTS,18,Up,8.126635068208606e-37,4.2133477199789236e-35
REACTOME_REGULATION_OF_MITOTIC_CELL_CYCLE,74,Up,1.7536738832467774e-36,8.442687123630914e-35
REACTOME_E2F_MEDIATED_REGULATION_OF_DNA_REPLICATION,31,Up,5.099046831446912e-36,2.291171709596812e-34
REACTOME_G2_M_DNA_DAMAGE_CHECKPOINT,9,Up,7.761937311363077e-27,3.269716092411696e-25
REACTOME_MITOTIC_G2_G2_M_PHASES,74,Up,6.321737869897898e-22,2.506383131947755e-20
REACTOME_APC_C_CDC20_MEDIATED_DEGRADATION_OF_MITOTIC_PROTEINS,62,Up,4.1935706426780144e-19,1.570259229536101e-17
REACTOME_CONVERSION_FROM_APC_C_CDC20_TO_APC_C_CDH1_IN_LATE_ANAPHASE,16,Up,1.6392074259543738e-16,5.814872658385515e-15
REACTOME_E2F_ENABLED_INHIBITION_OF_PRE_REPLICATION_COMPLEX_FORMATION,10,Up,2.5267432495984203e-16,8.515124751146677e-15
