Pathway,NGenes,Direction,PValue,FDR
REACTOME_COMMON_PATHWAY,7,Up,2.0627791499863825e-31,1.3903131470908218e-28
REACTOME_FORMATION_OF_FIBRIN_CLOT_CLOTTING_CASCADE,19,Up,4.7995120988347185e-14,1.6174355773073e-11
REACTOME_HORMONE_SENSITIVE_LIPASE_HSL_MEDIATED_TRIACYLGLYCEROL_HYDROLYSIS,11,Down,1.003072250846515e-9,2.2535689902351702e-7
REACTOME_METAL_ION_SLC_TRANSPORTERS,17,Up,3.274841477196918e-9,5.518107889076806e-7
REACTOME_REGULATION_OF_INSULIN_SECRETION_BY_ACETYLCHOLINE,10,Up,6.921500876642671e-7,9.330183181714321e-5
REACTOME_TRAFFICKING_AND_PROCESSING_OF_ENDOSOMAL_TLR,10,Up,2.2198736258812256e-6,2.49365803973991e-4
REACTOME_IRON_UPTAKE_AND_TRANSPORT,33,Up,4.0119702084535115e-5,0.003862954172139524
REACTOME_GLYCOPROTEIN_HORMONES,3,Down,1.1778807786685484e-4,0.008912795207850358
REACTOME_SYNTHESIS_OF_BILE_ACIDS_AND_BILE_SALTS_VIA_24_HYDROXYCHOLESTEROL,7,Down,1.1901358586150329e-4,0.008912795207850358
REACTOME_IMMUNOREGULATORY_INTERACTIONS_BETWEEN_A_LYMPHOID_AND_A_NON_LYMPHOID_CELL,60,Up,3.0252783267653403e-4,0.020390375922398396
REACTOME_P2Y_RECEPTORS,8,Up,3.9864596319655386e-4,0.024426125381316117
REACTOME_TRANSCRIPTIONAL_REGULATION_OF_WHITE_ADIPOCYTE_DIFFERENTIATION,63,Down,4.892569961839079e-4,0.02747993461899616
REACTOME_PEPTIDE_HORMONE_BIOSYNTHESIS,4,Down,8.755549363902119e-4,0.04539415593284637
REACTOME_SYNTHESIS_OF_BILE_ACIDS_AND_BILE_SALTS_VIA_7ALPHA_HYDROXYCHOLESTEROL,10,Down,0.0014120978175242752,0.06345026193409076
REACTOME_ENDOGENOUS_STEROLS,10,Down,0.0014120978175242752,0.06345026193409076
REACTOME_NUCLEOTIDE_LIKE_PURINERGIC_RECEPTORS,12,Up,0.004828645418769798,0.20340668826567773
REACTOME_LIPID_DIGESTION_MOBILIZATION_AND_TRANSPORT,35,Down,0.005186347568922379,0.20562342714433432
REACTOME_MHC_CLASS_II_ANTIGEN_PRESENTATION,84,Up,0.00702013702444874,0.26256164275386873
REACTOME_SYNTHESIS_OF_BILE_ACIDS_AND_BILE_SALTS,14,Down,0.00761074716646915,0.26256164275386873
REACTOME_BASIGIN_INTERACTIONS,20,Down,0.007791146669254264,0.26256164275386873
