Pathway,NGenes,Direction,PValue,FDR
REACTOME_REVERSIBLE_HYDRATION_OF_CARBON_DIOXIDE,6,Up,4.595364474573698e-52,3.0972756558626725e-49
REACTOME_TETRAHYDROBIOPTERIN_BH4_SYNTHESIS_RECYCLING_SALVAGE_AND_REGULATION,12,Up,7.04463918880381e-28,2.374043406626884e-25
REACTOME_ENOS_ACTIVATION_AND_REGULATION,19,Up,5.376478268187716e-17,1.2079154509195068e-14
REACTOME_SYNTHESIS_OF_BILE_ACIDS_AND_BILE_SALTS_VIA_24_HYDROXYCHOLESTEROL,7,Up,1.513776853215767e-13,2.5507139976685673e-11
REACTOME_SYNTHESIS_OF_PA,22,Up,4.271877139783268e-12,5.758490384427846e-10
REACTOME_SYNTHESIS_OF_BILE_ACIDS_AND_BILE_SALTS_VIA_7ALPHA_HYDROXYCHOLESTEROL,10,Up,1.3608301007905625e-9,1.3102849827611988e-7
REACTOME_ENDOGENOUS_STEROLS,10,Up,1.3608301007905625e-9,1.3102849827611988e-7
REACTOME_TRIGLYCERIDE_BIOSYNTHESIS,35,Up,2.5789323835327074e-7,2.172750533126306e-5
REACTOME_SYNTHESIS_OF_BILE_ACIDS_AND_BILE_SALTS,14,Up,5.922042643214809e-7,4.434951935029757e-5
REACTOME_HDL_MEDIATED_LIPID_TRANSPORT,13,Up,1.0457173606784548e-6,7.048135010972786e-5
REACTOME_LIPID_DIGESTION_MOBILIZATION_AND_TRANSPORT,35,Up,2.0754472644595145e-6,1.271683142041557e-4
REACTOME_BILE_ACID_AND_BILE_SALT_METABOLISM,16,Up,3.955796892701069e-6,2.221839254733767e-4
REACTOME_INTRINSIC_PATHWAY,10,Up,1.2515103637515842e-5,6.48859988591206e-4
REACTOME_ABCA_TRANSPORTERS_IN_LIPID_HOMEOSTASIS,13,Up,2.030819983876185e-5,9.776947636661064e-4
REACTOME_HORMONE_SENSITIVE_LIPASE_HSL_MEDIATED_TRIACYLGLYCEROL_HYDROLYSIS,11,Up,4.30572757512869e-5,0.0019347069237578246
REACTOME_ADVANCED_GLYCOSYLATION_ENDPRODUCT_RECEPTOR_SIGNALING,13,Up,7.372146504352743e-5,0.003105516714958593
REACTOME_RESPONSE_TO_ELEVATED_PLATELET_CYTOSOLIC_CA2_,64,Up,4.241845344150261e-4,0.016817669187983976
REACTOME_LIPOPROTEIN_METABOLISM,23,Up,5.607347446903582e-4,0.020996400995627856
REACTOME_TRANSFERRIN_ENDOCYTOSIS_AND_RECYCLING,23,Up,0.0011334870756990007,0.040208962580059286
REACTOME_GLYCEROPHOSPHOLIPID_BIOSYNTHESIS,70,Up,0.0014509572409381918,0.04889725901961707
