Pathway,NGenes,Direction,PValue,FDR
REACTOME_CREATION_OF_C4_AND_C2_ACTIVATORS,4,Down,2.7311821996049162e-188,1.8408168025337136e-185
REACTOME_INITIAL_TRIGGERING_OF_COMPLEMENT,8,Down,1.0405822967023967e-89,3.5067623398870767e-87
REACTOME_TRANSLOCATION_OF_ZAP_70_TO_IMMUNOLOGICAL_SYNAPSE,13,Down,1.876270057763634e-57,4.215353396442298e-55
REACTOME_PHOSPHORYLATION_OF_CD3_AND_TCR_ZETA_CHAINS,15,Down,5.945827488275517e-49,1.0018719317744245e-46
REACTOME_PD1_SIGNALING,17,Down,1.7129000923054162e-42,2.308989324427701e-40
REACTOME_AMYLOIDS,15,Down,2.38933951322928e-31,2.6840247198608914e-29
REACTOME_COMPLEMENT_CASCADE,22,Down,4.809773109503274e-29,4.6311243940074384e-27
REACTOME_GENERATION_OF_SECOND_MESSENGER_MOLECULES,25,Down,3.309033864593059e-27,2.7878610309196522e-25
REACTOME_DOWNSTREAM_TCR_SIGNALING,32,Down,2.8285953556595427e-20,2.118303633016146e-18
REACTOME_MHC_CLASS_II_ANTIGEN_PRESENTATION,84,Down,1.30631863561253e-15,8.804587604028453e-14
REACTOME_TCR_SIGNALING,48,Down,2.554301224723562e-12,1.565090023148801e-10
REACTOME_RESPONSE_TO_ELEVATED_PLATELET_CYTOSOLIC_CA2_,64,Down,2.224965229854377e-11,1.2496888041015419e-9
REACTOME_ACTIVATION_OF_CHAPERONE_GENES_BY_ATF6_ALPHA,9,Up,1.8112895899834094e-8,9.390839874221677e-7
REACTOME_COSTIMULATION_BY_THE_CD28_FAMILY,61,Down,4.577832595428136e-8,2.203899406656117e-6
REACTOME_ACTIVATION_OF_CHAPERONES_BY_ATF6_ALPHA,10,Up,9.648628238094277e-8,4.335450288317028e-6
REACTOME_INTERFERON_ALPHA_BETA_SIGNALING,50,Down,1.957212916451496e-7,7.878977507062258e-6
REACTOME_TRANSPORT_OF_ORGANIC_ANIONS,5,Down,1.9872791931759405e-7,7.878977507062258e-6
REACTOME_INTERFERON_SIGNALING,137,Down,2.676427143551078e-7,1.0021732748630147e-5
REACTOME_INTERFERON_GAMMA_SIGNALING,58,Down,3.15736911370056e-7,1.1200351487548302e-5
REACTOME_ACTIVATION_OF_GENES_BY_ATF4,23,Up,4.812598018887657e-7,1.6218455323651405e-5
