Pathway,NGenes,Direction,PValue,FDR
REACTOME_CHEMOKINE_RECEPTORS_BIND_CHEMOKINES,49,Up,3.4013840891313365e-94,2.292532876074521e-91
REACTOME_PEPTIDE_LIGAND_BINDING_RECEPTORS,109,Up,1.1826049783017462e-31,3.985378776876885e-29
REACTOME_REGULATION_OF_INSULIN_SECRETION_BY_ACETYLCHOLINE,10,Up,7.10063376528833e-17,1.5952757192681116e-14
REACTOME_CLASS_A1_RHODOPSIN_LIKE_RECEPTORS,174,Up,1.9005430708072782e-15,3.2024150743102637e-13
REACTOME_GPCR_LIGAND_BINDING,236,Up,1.3546536636413103e-9,1.8260731385884865e-7
REACTOME_G_ALPHA_I_SIGNALLING_EVENTS,128,Up,3.303763457666443e-8,3.711227617445304e-6
REACTOME_IL1_SIGNALING,35,Up,6.61151800648753e-7,6.365947337675137e-5
REACTOME_RIP_MEDIATED_NFKB_ACTIVATION_VIA_DAI,17,Up,1.2195693171518217e-5,0.0010274871497004097
REACTOME_INTERFERON_GAMMA_SIGNALING,58,Up,6.386276434838627e-5,0.004769138972140513
REACTOME_TAK1_ACTIVATES_NFKB_BY_PHOSPHORYLATION_AND_ACTIVATION_OF_IKKS_COMPLEX,20,Up,7.783461230496387e-5,0.004769138972140513
REACTOME_TRAF6_MEDIATED_NFKB_ACTIVATION,20,Up,7.783461230496387e-5,0.004769138972140513
REACTOME_NFKB_IS_ACTIVATED_AND_SIGNALS_SURVIVAL,6,Up,2.887690024957578e-4,0.016219192306845064
REACTOME_SIGNALING_BY_GPCR,422,Up,5.241721249704219e-4,0.02717630863308187
REACTOME_ALPHA_LINOLENIC_ACID_ALA_METABOLISM,9,Up,6.083683955652129e-4,0.029288592757925253
REACTOME_RIG_I_MDA5_MEDIATED_INDUCTION_OF_IFN_ALPHA_BETA_PATHWAYS,56,Up,8.285131259895472e-4,0.03722785646113032
REACTOME_SIGNALING_BY_ILS,97,Up,0.0015111058118917053,0.06365533232593809
REACTOME_FACILITATIVE_NA_INDEPENDENT_GLUCOSE_TRANSPORTERS,9,Up,0.002150211901586268,0.0852495777452438
REACTOME_EXTRINSIC_PATHWAY_FOR_APOPTOSIS,13,Up,0.0027930161469158585,0.10458293794562715
REACTOME_PASSIVE_TRANSPORT_BY_AQUAPORINS,8,Up,0.0032133428578314527,0.1139891097988631
REACTOME_ACTIVATION_OF_GENES_BY_ATF4,23,Up,0.00383892735084173,0.12474078359456195
