Pathway,NGenes,Direction,PValue,FDR
REACTOME_AKT_PHOSPHORYLATES_TARGETS_IN_THE_CYTOSOL,12,Up,1.634280425709182e-181,1.1015050069279885e-178
REACTOME_PIP3_ACTIVATES_AKT_SIGNALING,25,Up,2.712562681143369e-77,9.141336235453154e-75
REACTOME_PI3K_EVENTS_IN_ERBB4_SIGNALING,34,Up,4.071169289278139e-62,9.146560336578218e-60
REACTOME_PI3K_AKT_ACTIVATION,33,Up,4.421459188967756e-55,5.960126986728536e-53
REACTOME_GAB1_SIGNALOSOME,33,Up,4.421459188967756e-55,5.960126986728536e-53
REACTOME_PI3K_EVENTS_IN_ERBB2_SIGNALING,39,Up,2.966626669098485e-52,3.3325106249539645e-50
REACTOME_GLYCOPROTEIN_HORMONES,3,Up,2.7326861794502516e-50,2.631186407070671e-48
REACTOME_PI_3K_CASCADE,42,Up,1.136714825978108e-40,9.57682240886556e-39
REACTOME_PEPTIDE_HORMONE_BIOSYNTHESIS,4,Up,1.2273895466412908e-37,9.191783938180333e-36
REACTOME_P53_DEPENDENT_G1_DNA_DAMAGE_RESPONSE,50,Up,1.7524244256176701e-32,1.1811340628663097e-30
REACTOME_G1_PHASE,32,Up,1.1948887091552242e-25,7.32140899973292e-24
REACTOME_SIGNALING_BY_ERBB4,75,Up,5.239147301266137e-22,2.9426544008778135e-20
REACTOME_SIGNALING_BY_SCF_KIT,72,Up,5.2942098762429115e-20,2.7448441973751712e-18
REACTOME_SIGNALING_BY_ERBB2,88,Up,1.2054632238289396e-17,5.803444377576467e-16
REACTOME_DOWNSTREAM_SIGNALING_OF_ACTIVATED_FGFR,81,Up,4.880941397523245e-17,2.193169667953778e-15
REACTOME_DOWNSTREAM_SIGNAL_TRANSDUCTION,85,Up,6.001548857697423e-16,2.5281524563050393e-14
REACTOME_DOWNSTREAM_SIGNALING_EVENTS_OF_B_CELL_RECEPTOR_BCR,86,Up,1.0778561288960555e-15,4.273382534564361e-14
REACTOME_SCFSKP2_MEDIATED_DEGRADATION_OF_P27_P21,50,Up,7.459209968717698e-15,2.7930597327309603e-13
REACTOME_SIGNALING_BY_FGFR,90,Up,9.657916213853363e-15,3.4260186990195613e-13
REACTOME_SIGNALING_BY_EGFR_IN_CANCER,94,Up,6.982145157646465e-14,2.352982918126859e-12
