Pathway,NGenes,Direction,PValue,FDR
REACTOME_GLYCOPROTEIN_HORMONES,3,Down,1.5942747734852756e-64,1.0745411973290758e-61
REACTOME_PEPTIDE_HORMONE_BIOSYNTHESIS,4,Down,2.920511780658071e-48,9.842124700817699e-46
REACTOME_LIPID_DIGESTION_MOBILIZATION_AND_TRANSPORT,35,Up,4.682745840292401e-26,1.0520568987856927e-23
REACTOME_HDL_MEDIATED_LIPID_TRANSPORT,13,Up,1.8139526380121715e-24,3.0565101950505087e-22
REACTOME_HORMONE_SENSITIVE_LIPASE_HSL_MEDIATED_TRIACYLGLYCEROL_HYDROLYSIS,11,Up,1.674236824319934e-21,2.256871239183271e-19
REACTOME_LIPOPROTEIN_METABOLISM,23,Up,1.7965517192807457e-13,2.018126431325371e-11
REACTOME_IRON_UPTAKE_AND_TRANSPORT,33,Up,4.1043187618836957e-10,3.951872636442302e-8
REACTOME_IONOTROPIC_ACTIVITY_OF_KAINATE_RECEPTORS,8,Down,1.0232713869257186e-9,8.62106143484918e-8
REACTOME_INITIAL_TRIGGERING_OF_COMPLEMENT,8,Up,1.642438222365286e-8,1.230003735415781e-6
REACTOME_CREB_PHOSPHORYLATION_THROUGH_THE_ACTIVATION_OF_CAMKII,10,Down,6.426313773325328e-8,4.331335483221272e-6
REACTOME_RAS_ACTIVATION_UOPN_CA2_INFUX_THROUGH_NMDA_RECEPTOR,12,Down,1.0232067217616532e-6,6.269466640612312e-5
REACTOME_METABOLISM_OF_PORPHYRINS,12,Up,1.8449944062300257e-6,1.0362718581658644e-4
REACTOME_GLYCOGEN_BREAKDOWN_GLYCOGENOLYSIS,13,Down,2.9728847959934104e-6,1.5413264249996604e-4
REACTOME_SMOOTH_MUSCLE_CONTRACTION,21,Down,3.463476069093274e-6,1.6674163361206191e-4
REACTOME_PASSIVE_TRANSPORT_BY_AQUAPORINS,8,Down,8.330414485449882e-6,3.74313290879548e-4
REACTOME_POST_CHAPERONIN_TUBULIN_FOLDING_PATHWAY,15,Down,9.736799178321913e-6,4.064804572721562e-4
REACTOME_GOLGI_ASSOCIATED_VESICLE_BIOGENESIS,46,Up,1.0252474441582574e-5,4.064804572721562e-4
REACTOME_CROSS_PRESENTATION_OF_SOLUBLE_EXOGENOUS_ANTIGENS_ENDOSOMES,46,Down,5.1953518918002984e-5,0.001945370652818556
REACTOME_TRANS_GOLGI_NETWORK_VESICLE_BUDDING,53,Up,5.803484486467739e-5,0.0020587097599364507
REACTOME_FORMATION_OF_TUBULIN_FOLDING_INTERMEDIATES_BY_CCT_TRIC,18,Down,6.851039464124943e-5,0.002308800299410106
