Pathway,NGenes,Direction,PValue,FDR
REACTOME_CREATION_OF_C4_AND_C2_ACTIVATORS,4,Down,5.743667485547688e-225,3.871231885259142e-222
REACTOME_INITIAL_TRIGGERING_OF_COMPLEMENT,8,Down,3.8728734791377825e-148,1.3051583624694327e-145
REACTOME_COMPLEMENT_CASCADE,22,Down,3.752611629456097e-56,8.430867460844698e-54
REACTOME_HORMONE_SENSITIVE_LIPASE_HSL_MEDIATED_TRIACYLGLYCEROL_HYDROLYSIS,11,Down,4.377379759927798e-36,7.37588489547834e-34
REACTOME_LIPID_DIGESTION_MOBILIZATION_AND_TRANSPORT,35,Down,2.8776225330654175e-26,3.879035174572183e-24
REACTOME_GLYCOPROTEIN_HORMONES,3,Down,9.38863804408786e-14,1.0546570069525362e-11
REACTOME_CS_DS_DEGRADATION,7,Up,2.5296948390903317e-12,2.4357347450669765e-10
REACTOME_BETA_DEFENSINS,6,Up,1.6756348690161166e-11,1.4117223771460782e-9
REACTOME_PEPTIDE_HORMONE_BIOSYNTHESIS,4,Down,1.6080754310524774e-10,1.2042698228104109e-8
REACTOME_SYNTHESIS_OF_BILE_ACIDS_AND_BILE_SALTS_VIA_7ALPHA_HYDROXYCHOLESTEROL,10,Down,3.456606076937909e-10,2.3297524958561506e-8
REACTOME_SYNTHESIS_OF_BILE_ACIDS_AND_BILE_SALTS_VIA_24_HYDROXYCHOLESTEROL,7,Down,3.3577431650043216e-9,2.057380812011739e-7
REACTOME_LIPOPROTEIN_METABOLISM,23,Down,4.8405584044333946e-8,2.718780303823423e-6
REACTOME_DEFENSINS,8,Up,1.3311242704665997e-7,6.901367371496063e-6
REACTOME_SYNTHESIS_OF_BILE_ACIDS_AND_BILE_SALTS,14,Down,2.453671808814436e-7,1.1812677136720926e-5
REACTOME_TRANSCRIPTIONAL_REGULATION_OF_WHITE_ADIPOCYTE_DIFFERENTIATION,63,Down,4.561334803313771e-7,2.049559771622321e-5
REACTOME_CHONDROITIN_SULFATE_BIOSYNTHESIS,14,Up,6.023758626509497e-7,2.5375083214171258e-5
REACTOME_INTRINSIC_PATHWAY,10,Down,6.427753954543026e-7,2.5484153913894117e-5
REACTOME_CHYLOMICRON_MEDIATED_LIPID_TRANSPORT,13,Down,1.262239054405648e-6,4.7263840148300374e-5
REACTOME_ENDOGENOUS_STEROLS,10,Down,1.335576026143272e-6,4.737780219055607e-5
REACTOME_BILE_ACID_AND_BILE_SALT_METABOLISM,16,Down,1.9052571594288444e-6,6.420716627275207e-5
