Pathway,NGenes,Direction,PValue,FDR
REACTOME_CREATION_OF_C4_AND_C2_ACTIVATORS,4,Down,2.5126800175374316e-105,1.6935463318202288e-102
REACTOME_INITIAL_TRIGGERING_OF_COMPLEMENT,8,Down,2.3507026246035554e-74,7.921867844913981e-72
REACTOME_COMPLEMENT_CASCADE,22,Down,5.804137450945018e-31,1.3039962139789807e-28
REACTOME_SYNTHESIS_SECRETION_AND_DEACYLATION_OF_GHRELIN,8,Up,3.3049813321645935e-20,5.56889354469734e-18
REACTOME_ETHANOL_OXIDATION,7,Down,1.210259136764626e-13,1.5924626761870848e-11
REACTOME_THE_NLRP3_INFLAMMASOME,11,Down,1.417622560403933e-13,1.5924626761870848e-11
REACTOME_TRAFFICKING_AND_PROCESSING_OF_ENDOSOMAL_TLR,10,Up,1.530013129863884e-11,1.473184070754654e-9
REACTOME_HORMONE_SENSITIVE_LIPASE_HSL_MEDIATED_TRIACYLGLYCEROL_HYDROLYSIS,11,Down,6.879628072885922e-11,5.79608665140639e-9
REACTOME_INFLAMMASOMES,16,Down,2.9843489726452985e-9,2.2349457861810346e-7
REACTOME_BINDING_AND_ENTRY_OF_HIV_VIRION,4,Up,1.5801662165003272e-8,1.0650320299212205e-6
REACTOME_REGULATION_OF_INSULIN_SECRETION_BY_ACETYLCHOLINE,10,Up,4.38954571393311e-7,2.689594373809924e-5
REACTOME_GLYCOPROTEIN_HORMONES,3,Down,1.5049475645952283e-5,8.452788821143198e-4
REACTOME_EARLY_PHASE_OF_HIV_LIFE_CYCLE,13,Up,2.643965277613178e-5,0.0013707943054702169
REACTOME_CELL_SURFACE_INTERACTIONS_AT_THE_VASCULAR_WALL,75,Down,4.551004669941312e-5,0.002190983676814603
REACTOME_LIPID_DIGESTION_MOBILIZATION_AND_TRANSPORT,35,Down,1.0508339788243892e-4,0.004721747344850922
REACTOME_PEPTIDE_HORMONE_BIOSYNTHESIS,4,Down,2.1309893523435057e-4,0.008976792646747018
REACTOME_CHEMOKINE_RECEPTORS_BIND_CHEMOKINES,49,Up,2.918593285522629e-4,0.011571363967307366
REACTOME_BASIGIN_INTERACTIONS,20,Down,3.3835252671057846e-4,0.01266942238905166
REACTOME_NUCLEOTIDE_BINDING_DOMAIN_LEUCINE_RICH_REPEAT_CONTAINING_RECEPTOR_NLR_SIGNALING_PATHWAYS,41,Down,0.002139081109888019,0.07588108779286973
REACTOME_TRANSCRIPTIONAL_REGULATION_OF_WHITE_ADIPOCYTE_DIFFERENTIATION,63,Down,0.0030247662625675848,0.10193462304852761
