Pathway,NGenes,Direction,PValue,FDR
REACTOME_CS_DS_DEGRADATION,7,Up,5.625693970363775e-74,3.791717736025184e-71
REACTOME_CREATION_OF_C4_AND_C2_ACTIVATORS,4,Down,2.0921235983861182e-51,7.050456526561218e-49
REACTOME_CHONDROITIN_SULFATE_BIOSYNTHESIS,14,Up,1.3147320173056964e-35,2.9537645988801312e-33
REACTOME_INITIAL_TRIGGERING_OF_COMPLEMENT,8,Down,3.7394537730238953e-32,6.3009796075452635e-30
REACTOME_A_TETRASACCHARIDE_LINKER_SEQUENCE_IS_REQUIRED_FOR_GAG_SYNTHESIS,17,Up,6.320671191646876e-29,8.52026476633999e-27
REACTOME_HORMONE_SENSITIVE_LIPASE_HSL_MEDIATED_TRIACYLGLYCEROL_HYDROLYSIS,11,Down,2.7733684351978052e-24,3.115417208872201e-22
REACTOME_INTRINSIC_PATHWAY,10,Down,6.728493469389228e-23,6.478577997669057e-21
REACTOME_COMPLEMENT_CASCADE,22,Down,4.4966322929782534e-20,3.7884127068341785e-18
REACTOME_HEPARAN_SULFATE_HEPARIN_HS_GAG_METABOLISM,35,Up,3.5389739256645014e-13,2.6502982509976375e-11
REACTOME_CHONDROITIN_SULFATE_DERMATAN_SULFATE_METABOLISM,37,Up,2.1418423202971513e-12,1.44360172388028e-10
REACTOME_FORMATION_OF_FIBRIN_CLOT_CLOTTING_CASCADE,19,Down,7.987848212840182e-12,4.894372450412985e-10
REACTOME_IKK_COMPLEX_RECRUITMENT_MEDIATED_BY_RIP1,9,Up,8.821617361939927e-8,4.954808418289592e-6
REACTOME_LIPID_DIGESTION_MOBILIZATION_AND_TRANSPORT,35,Down,3.179795436489435e-7,1.6486016339952917e-5
REACTOME_TRAF6_MEDIATED_INDUCTION_OF_TAK1_COMPLEX,10,Up,4.283318485412559e-7,2.0621118994057607e-5
REACTOME_ACTIVATION_OF_IRF3_IRF7_MEDIATED_BY_TBK1_IKK_EPSILON,11,Up,1.5646779296501453e-6,7.030619497227986e-5
REACTOME_GLYCOSAMINOGLYCAN_METABOLISM,84,Up,1.1525097649184119e-5,4.8549473847188103e-4
REACTOME_RESPONSE_TO_ELEVATED_PLATELET_CYTOSOLIC_CA2_,64,Down,7.77080523926118e-5,0.0030808957242717855
REACTOME_SYNTHESIS_OF_PA,22,Down,8.766295810584319e-5,0.0032824907646299057
REACTOME_INSULIN_SYNTHESIS_AND_PROCESSING,16,Down,0.0019472379332101607,0.06907570352545517
REACTOME_TRANSCRIPTIONAL_REGULATION_OF_WHITE_ADIPOCYTE_DIFFERENTIATION,63,Down,0.0024861534064194585,0.08378336979633576
