Pathway,NGenes,Direction,PValue,FDR
REACTOME_INTERFERON_ALPHA_BETA_SIGNALING,50,Up,1.7521694421772974e-28,1.1809622040274984e-25
REACTOME_GLYCOPROTEIN_HORMONES,3,Up,6.456411496136067e-14,2.1758106741978547e-11
REACTOME_PEPTIDE_HORMONE_BIOSYNTHESIS,4,Up,1.1178084629508668e-10,2.511343013429614e-8
REACTOME_INITIAL_TRIGGERING_OF_COMPLEMENT,8,Up,1.4894565459206833e-7,2.4173116725574973e-5
REACTOME_INTERFERON_SIGNALING,137,Up,1.79325791732752e-7,2.4173116725574973e-5
REACTOME_COMPLEMENT_CASCADE,22,Up,2.3258001953321278e-6,2.6126488860897567e-4
REACTOME_CREATION_OF_C4_AND_C2_ACTIVATORS,4,Up,1.258369405204651e-4,0.012116299701541926
REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM,234,Up,4.895754497590586e-4,0.04124673164220068
REACTOME_P130CAS_LINKAGE_TO_MAPK_SIGNALING_FOR_INTEGRINS,12,Down,0.0015702652603210526,0.10583587854563896
REACTOME_GRB2_SOS_PROVIDES_LINKAGE_TO_MAPK_SIGNALING_FOR_INTERGRINS_,12,Down,0.0015702652603210526,0.10583587854563896
REACTOME_HORMONE_SENSITIVE_LIPASE_HSL_MEDIATED_TRIACYLGLYCEROL_HYDROLYSIS,11,Up,0.008658351821341151,0.5305208297803579
REACTOME_INTEGRIN_ALPHAIIB_BETA3_SIGNALING,23,Down,0.026087634756539812,0.9862465247374168
REACTOME_PLATELET_AGGREGATION_PLUG_FORMATION,27,Down,0.04173564715331641,0.9862465247374168
REACTOME_COLLAGEN_FORMATION,47,Up,0.06966835450142435,0.9862465247374168
REACTOME_REGULATION_OF_INSULIN_SECRETION_BY_ACETYLCHOLINE,10,Down,0.08108496764822076,0.9862465247374168
REACTOME_IKK_COMPLEX_RECRUITMENT_MEDIATED_BY_RIP1,9,Down,0.0872391254117011,0.9862465247374168
REACTOME_PROSTANOID_LIGAND_RECEPTORS,8,Up,0.09088027047624944,0.9862465247374168
REACTOME_LIPID_DIGESTION_MOBILIZATION_AND_TRANSPORT,35,Up,0.09496562409028571,0.9862465247374168
REACTOME_TRAF6_MEDIATED_INDUCTION_OF_TAK1_COMPLEX,10,Down,0.10487173650494068,0.9862465247374168
REACTOME_ACTIVATION_OF_IRF3_IRF7_MEDIATED_BY_TBK1_IKK_EPSILON,11,Down,0.12220586753007719,0.9862465247374168
