Pathway,NGenes,Direction,PValue,FDR
REACTOME_PD1_SIGNALING,17,Up,3.173663259877609e-36,2.1390490371575085e-33
REACTOME_IL_6_SIGNALING,10,Up,2.623439651420882e-35,8.840991625288372e-33
REACTOME_COSTIMULATION_BY_THE_CD28_FAMILY,61,Up,1.168931285996292e-9,2.6261989558716694e-7
REACTOME_BINDING_AND_ENTRY_OF_HIV_VIRION,4,Up,5.3854792570045324e-6,9.074532548052637e-4
REACTOME_GENERATION_OF_SECOND_MESSENGER_MOLECULES,25,Up,8.461679567420868e-6,9.868385846219872e-4
REACTOME_CASPASE_MEDIATED_CLEAVAGE_OF_CYTOSKELETAL_PROTEINS,12,Down,8.926762436797728e-6,9.868385846219872e-4
REACTOME_PHOSPHORYLATION_OF_CD3_AND_TCR_ZETA_CHAINS,15,Up,1.0249065418922715e-5,9.868385846219872e-4
REACTOME_TRANSLOCATION_OF_ZAP_70_TO_IMMUNOLOGICAL_SYNAPSE,13,Up,1.723913024988052e-4,0.014523967235524338
REACTOME_PROSTACYCLIN_SIGNALLING_THROUGH_PROSTACYCLIN_RECEPTOR,16,Up,2.506939727755606e-4,0.018774193072303092
REACTOME_G_BETA_GAMMA_SIGNALLING_THROUGH_PLC_BETA,17,Up,4.159763864127117e-4,0.02803680844421677
REACTOME_EARLY_PHASE_OF_HIV_LIFE_CYCLE,13,Up,5.105808695164174e-4,0.029062185531945863
REACTOME_STRIATED_MUSCLE_CONTRACTION,19,Down,5.174276355836059e-4,0.029062185531945863
REACTOME_ADP_SIGNALLING_THROUGH_P2RY12,18,Up,6.527640192251672e-4,0.03142592492555448
REACTOME_INHIBITION_OF_VOLTAGE_GATED_CA2_CHANNELS_VIA_GBETA_GAMMA_SUBUNITS,18,Up,6.527640192251672e-4,0.03142592492555448
REACTOME_TCR_SIGNALING,48,Up,8.380965654585227e-4,0.037658472341269615
REACTOME_GLUCAGON_TYPE_LIGAND_RECEPTORS,19,Up,9.772560840434759e-4,0.04116691254033142
REACTOME_THROMBOXANE_SIGNALLING_THROUGH_TP_RECEPTOR,20,Up,0.0014056261024607826,0.05263288850325375
REACTOME_INWARDLY_RECTIFYING_K_CHANNELS,20,Up,0.0014056261024607826,0.05263288850325375
REACTOME_HORMONE_SENSITIVE_LIPASE_HSL_MEDIATED_TRIACYLGLYCEROL_HYDROLYSIS,11,Up,0.0016447730619132156,0.05834616019628986
REACTOME_G_PROTEIN_ACTIVATION,21,Up,0.001953474175239572,0.06269721876721293
