Pathway,NGenes,Direction,PValue,FDR
REACTOME_CHEMOKINE_RECEPTORS_BIND_CHEMOKINES,49,Down,1.1209462599462255e-6,7.55517779203756e-4
REACTOME_CASPASE_MEDIATED_CLEAVAGE_OF_CYTOSKELETAL_PROTEINS,12,Up,0.002956880634336021,0.9964687737712391
REACTOME_IMMUNOREGULATORY_INTERACTIONS_BETWEEN_A_LYMPHOID_AND_A_NON_LYMPHOID_CELL,60,Down,0.01666625589094848,0.9999556164851982
REACTOME_STRIATED_MUSCLE_CONTRACTION,19,Up,0.0219360254805386,0.9999556164851982
REACTOME_THE_NLRP3_INFLAMMASOME,11,Up,0.03507215057668777,0.9999556164851982
REACTOME_G_ALPHA_Q_SIGNALLING_EVENTS,109,Up,0.05958011866309435,0.9999556164851982
REACTOME_INFLAMMASOMES,16,Up,0.08737931085179233,0.9999556164851982
REACTOME_GASTRIN_CREB_SIGNALLING_PATHWAY_VIA_PKC_AND_MAPK,126,Up,0.09173397306123993,0.9999556164851982
REACTOME_SYNTHESIS_AND_INTERCONVERSION_OF_NUCLEOTIDE_DI_AND_TRIPHOSPHATES,17,Up,0.09868671165751527,0.9999556164851982
REACTOME_APOPTOTIC_CLEAVAGE_OF_CELLULAR_PROTEINS,33,Up,0.09998056419180304,0.9999556164851982
REACTOME_MUSCLE_CONTRACTION,36,Up,0.11934211523619694,0.9999556164851982
REACTOME_CELL_SURFACE_INTERACTIONS_AT_THE_VASCULAR_WALL,75,Up,0.13953722106219926,0.9999556164851982
REACTOME_APOPTOTIC_EXECUTION_PHASE,41,Up,0.1517062005036895,0.9999556164851982
REACTOME_NUCLEOTIDE_BINDING_DOMAIN_LEUCINE_RICH_REPEAT_CONTAINING_RECEPTOR_NLR_SIGNALING_PATHWAYS,41,Up,0.33256257480452955,0.9999556164851982
REACTOME_PEPTIDE_LIGAND_BINDING_RECEPTORS,109,Down,0.380416172547255,0.9999556164851982
REACTOME_METABOLISM_OF_NUCLEOTIDES,61,Up,0.4569450790634325,0.9999556164851982
REACTOME_APOPTOSIS,126,Up,0.5169044253864838,0.9999556164851982
REACTOME_CLASS_A1_RHODOPSIN_LIKE_RECEPTORS,174,Down,0.543112190255437,0.9999556164851982
REACTOME_GPCR_LIGAND_BINDING,236,Down,0.6361924908580643,0.9999556164851982
REACTOME_ADAPTIVE_IMMUNE_SYSTEM,473,Down,0.6452151242050898,0.9999556164851982
