Pathway,NGenes,Direction,PValue,FDR
REACTOME_IL_7_SIGNALING,10,Up,5.134744470388018e-149,3.460817773041524e-146
REACTOME_ACTIVATION_OF_THE_AP1_FAMILY_OF_TRANSCRIPTION_FACTORS,10,Up,1.6216960571684043e-51,5.465115712657522e-49
REACTOME_BINDING_AND_ENTRY_OF_HIV_VIRION,4,Up,8.790753505497092e-31,1.9749892875683465e-28
REACTOME_MAPK_TARGETS_NUCLEAR_EVENTS_MEDIATED_BY_MAP_KINASES,25,Up,5.657805314067178e-19,9.533401954203195e-17
REACTOME_MAP_KINASE_ACTIVATION_IN_TLR_CASCADE,41,Up,7.558507557826995e-11,1.018886818795079e-8
REACTOME_EARLY_PHASE_OF_HIV_LIFE_CYCLE,13,Up,1.0981331487821444e-9,1.0722167156534521e-7
REACTOME_SIGNALING_BY_ILS,97,Up,1.1135781913314783e-9,1.0722167156534521e-7
REACTOME_NFKB_AND_MAP_KINASES_ACTIVATION_MEDIATED_BY_TLR4_SIGNALING_REPERTOIRE,60,Up,5.072671764055238e-7,4.2737259612165384e-5
REACTOME_SMAD2_SMAD3_SMAD4_HETEROTRIMER_REGULATES_TRANSCRIPTION,23,Up,6.460388582348457e-7,4.8381132272254e-5
REACTOME_TRIF_MEDIATED_TLR3_SIGNALING,62,Up,9.17684902749336e-7,5.622905676845932e-5
REACTOME_TRAF6_MEDIATED_INDUCTION_OF_NFKB_AND_MAP_KINASES_UPON_TLR7_8_OR_9_ACTIVATION,62,Up,9.17684902749336e-7,5.622905676845932e-5
REACTOME_MYD88_MAL_CASCADE_INITIATED_ON_PLASMA_MEMBRANE,69,Up,5.449469916643246e-6,3.0607856031812896e-4
REACTOME_ACTIVATED_TLR4_SIGNALLING,79,Up,3.8286723973624634e-5,0.0019850193814017693
REACTOME_TRANSCRIPTIONAL_ACTIVITY_OF_SMAD2_SMAD3_SMAD4_HETEROTRIMER,33,Up,7.08290756903309e-5,0.0034099140725202164
REACTOME_TOLL_RECEPTOR_CASCADES,100,Up,5.753449967823421e-4,0.02585216852208657
REACTOME_NOD1_2_SIGNALING_PATHWAY,26,Up,6.67957079304861e-4,0.02813769196571727
REACTOME_PRE_NOTCH_TRANSCRIPTION_AND_TRANSLATION,26,Up,8.374917315857303e-4,0.033204083946398955
REACTOME_NEGATIVE_REGULATORS_OF_RIG_I_MDA5_SIGNALING,27,Up,8.901106330315714e-4,0.033329698147959955
REACTOME_CHEMOKINE_RECEPTORS_BIND_CHEMOKINES,49,Down,9.930567999947826e-4,0.03522738332613071
REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM,234,Up,0.0030954964470200396,0.10431823026457535
