Pathway,NGenes,Direction,PValue,FDR
REACTOME_DEADENYLATION_OF_MRNA,19,Up,0.0018942188709984732,0.6907519720117046
REACTOME_ACTIVATION_OF_THE_MRNA_UPON_BINDING_OF_THE_CAP_BINDING_COMPLEX_AND_EIFS_AND_SUBSEQUENT_BINDING_TO_43S,21,Up,0.0034579544485009877,0.6907519720117046
REACTOME_3_UTR_MEDIATED_TRANSLATIONAL_REGULATION,21,Up,0.0034579544485009877,0.6907519720117046
REACTOME_NONSENSE_MEDIATED_DECAY_ENHANCED_BY_THE_EXON_JUNCTION_COMPLEX,22,Up,0.004486923583295459,0.6907519720117046
REACTOME_INTERFERON_ALPHA_BETA_SIGNALING,50,Up,0.005124272789404336,0.6907519720117046
REACTOME_ACTIVATION_OF_THE_AP1_FAMILY_OF_TRANSCRIPTION_FACTORS,10,Up,0.011937337064350448,0.984956667186597
REACTOME_CIRCADIAN_REPRESSION_OF_EXPRESSION_BY_REV_ERBA,21,Down,0.01615292130263144,0.984956667186597
REACTOME_SMAD2_SMAD3_SMAD4_HETEROTRIMER_REGULATES_TRANSCRIPTION,23,Up,0.016861657357487903,0.984956667186597
REACTOME_RORA_ACTIVATES_CIRCADIAN_EXPRESSION,22,Down,0.019098881382999356,0.984956667186597
REACTOME_TRANSLOCATION_OF_ZAP_70_TO_IMMUNOLOGICAL_SYNAPSE,13,Down,0.04902749319710476,0.984956667186597
REACTOME_TRANSCRIPTIONAL_ACTIVITY_OF_SMAD2_SMAD3_SMAD4_HETEROTRIMER,33,Up,0.058162924792762125,0.984956667186597
REACTOME_BMAL1_CLOCK_NPAS2_ACTIVATES_CIRCADIAN_EXPRESSION,32,Down,0.058349952579725785,0.984956667186597
REACTOME_CELL_SURFACE_INTERACTIONS_AT_THE_VASCULAR_WALL,75,Down,0.0624272547645591,0.984956667186597
REACTOME_PHOSPHORYLATION_OF_CD3_AND_TCR_ZETA_CHAINS,15,Down,0.06812806506856807,0.984956667186597
REACTOME_DEADENYLATION_DEPENDENT_MRNA_DECAY,44,Up,0.07098341422123004,0.984956667186597
REACTOME_DESTABILIZATION_OF_MRNA_BY_AUF1_HNRNP_D0,47,Up,0.08481661870225875,0.984956667186597
REACTOME_NUCLEAR_RECEPTOR_TRANSCRIPTION_PATHWAY,38,Down,0.08680544258869899,0.984956667186597
REACTOME_PD1_SIGNALING,17,Down,0.08800871761862207,0.984956667186597
REACTOME_CTNNB1_PHOSPHORYLATION_CASCADE,15,Up,0.11420562219188408,0.984956667186597
REACTOME_CIRCADIAN_CLOCK,46,Down,0.12621791286054318,0.984956667186597
