Pathway,NGenes,Direction,PValue,FDR
REACTOME_IMMUNOREGULATORY_INTERACTIONS_BETWEEN_A_LYMPHOID_AND_A_NON_LYMPHOID_CELL,60,Up,1.4563607031552565e-41,9.815871139266428e-39
REACTOME_TRANSLOCATION_OF_ZAP_70_TO_IMMUNOLOGICAL_SYNAPSE,13,Up,2.2028030859488433e-29,7.423446399647601e-27
REACTOME_CHEMOKINE_RECEPTORS_BIND_CHEMOKINES,49,Up,2.259518807184484e-25,5.076385586807807e-23
REACTOME_PHOSPHORYLATION_OF_CD3_AND_TCR_ZETA_CHAINS,15,Up,3.494735480317088e-25,5.888629284334293e-23
REACTOME_PD1_SIGNALING,17,Up,5.514864761565365e-22,7.434037698590112e-20
REACTOME_GENERATION_OF_SECOND_MESSENGER_MOLECULES,25,Up,2.1770949205289758e-14,2.4456032940608827e-12
REACTOME_DOWNSTREAM_TCR_SIGNALING,32,Up,6.335564789641203e-11,6.100243811740244e-9
REACTOME_PEPTIDE_LIGAND_BINDING_RECEPTORS,109,Up,8.00124045471172e-9,6.741045083094624e-7
REACTOME_NEF_MEDIATES_DOWN_MODULATION_OF_CELL_SURFACE_RECEPTORS_BY_RECRUITING_THEM_TO_CLATHRIN_ADAPTERS,19,Up,1.8558733773117942e-8,1.3898429514534992e-6
REACTOME_TCR_SIGNALING,48,Up,6.390014691595438e-7,4.3068699021353254e-5
REACTOME_THE_ROLE_OF_NEF_IN_HIV1_REPLICATION_AND_DISEASE_PATHOGENESIS,26,Up,3.5959117820844067e-06,2.2033132192044455e-4
REACTOME_COSTIMULATION_BY_THE_CD28_FAMILY,61,Up,2.7438937906211826e-5,0.0015411536790655642
REACTOME_INTRINSIC_PATHWAY_FOR_APOPTOSIS,28,Up,3.06204039706429e-5,0.0015598741357127318
REACTOME_G_ALPHA_I_SIGNALLING_EVENTS,128,Up,3.240094643913686e-5,0.0015598741357127318
REACTOME_CLASS_A1_RHODOPSIN_LIKE_RECEPTORS,174,Up,9.530931150572389e-5,0.0042825650636571936
REACTOME_REGULATION_OF_IFNG_SIGNALING,13,Up,8.122132606317455e-4,0.03421448360411228
REACTOME_GPCR_LIGAND_BINDING,236,Up,0.0030339888861769236,0.12028873584019097
REACTOME_OTHER_SEMAPHORIN_INTERACTIONS,13,Up,0.007679133205200714,0.2875408766836267
REACTOME_ADAPTIVE_IMMUNE_SYSTEM,473,Up,0.019973172326529638,0.7085220077937355
REACTOME_SMOOTH_MUSCLE_CONTRACTION,21,Up,0.04811836221636069,0.9710315805322896
