Pathway,NGenes,Direction,PValue,FDR
REACTOME_CHEMOKINE_RECEPTORS_BIND_CHEMOKINES,49,Up,4.6018768970958326e-15,3.1016650286425912e-12
REACTOME_APOBEC3G_MEDIATED_RESISTANCE_TO_HIV1_INFECTION,5,Up,1.8229775251168312e-14,6.143434259643721e-12
REACTOME_IMMUNOREGULATORY_INTERACTIONS_BETWEEN_A_LYMPHOID_AND_A_NON_LYMPHOID_CELL,60,Up,3.687724064629282e-7,8.28508673186712e-5
REACTOME_PEPTIDE_LIGAND_BINDING_RECEPTORS,109,Up,1.34248532151928e-5,0.002262087766759987
REACTOME_NEF_MEDIATES_DOWN_MODULATION_OF_CELL_SURFACE_RECEPTORS_BY_RECRUITING_THEM_TO_CLATHRIN_ADAPTERS,19,Up,3.212244342153025e-5,0.004330105373222278
REACTOME_THE_ROLE_OF_NEF_IN_HIV1_REPLICATION_AND_DISEASE_PATHOGENESIS,26,Up,6.109492503040365e-4,0.06862996578415342
REACTOME_CLASS_A1_RHODOPSIN_LIKE_RECEPTORS,174,Up,0.0031721361074949395,0.3054313909216556
REACTOME_HOST_INTERACTIONS_OF_HIV_FACTORS,113,Up,0.022423449613287006,0.9753139463082072
REACTOME_G_ALPHA_I_SIGNALLING_EVENTS,128,Up,0.02328479849305556,0.9753139463082072
REACTOME_GPCR_LIGAND_BINDING,236,Up,0.024739991316000996,0.9753139463082072
REACTOME_VIF_MEDIATED_DEGRADATION_OF_APOBEC3G,46,Up,0.04242968589462828,0.9753139463082072
REACTOME_IL_7_SIGNALING,10,Down,0.07694166635449877,0.9753139463082072
REACTOME_HIV_INFECTION,184,Up,0.12649602185172992,0.9753139463082072
REACTOME_SIGNALING_BY_GPCR,422,Up,0.203638929384054,0.9753139463082072
REACTOME_DEADENYLATION_OF_MRNA,19,Down,0.2593573136335341,0.9753139463082072
REACTOME_ACTIVATION_OF_THE_MRNA_UPON_BINDING_OF_THE_CAP_BINDING_COMPLEX_AND_EIFS_AND_SUBSEQUENT_BINDING_TO_43S,21,Down,0.28334043075447046,0.9753139463082072
REACTOME_3_UTR_MEDIATED_TRANSLATIONAL_REGULATION,21,Down,0.28334043075447046,0.9753139463082072
REACTOME_TRANSLOCATION_OF_ZAP_70_TO_IMMUNOLOGICAL_SYNAPSE,13,Up,0.291903151020965,0.9753139463082072
REACTOME_NONSENSE_MEDIATED_DECAY_ENHANCED_BY_THE_EXON_JUNCTION_COMPLEX,22,Down,0.2945456811467924,0.9753139463082072
REACTOME_PHOSPHORYLATION_OF_CD3_AND_TCR_ZETA_CHAINS,15,Up,0.33613630550580686,0.9753139463082072
