Pathway,NGenes,Direction,PValue,FDR
REACTOME_CHEMOKINE_RECEPTORS_BIND_CHEMOKINES,49,Up,3.956700406491192e-57,2.6668160739750634e-54
REACTOME_IMMUNOREGULATORY_INTERACTIONS_BETWEEN_A_LYMPHOID_AND_A_NON_LYMPHOID_CELL,60,Up,2.262764844427301e-19,7.625517525720004e-17
REACTOME_PEPTIDE_LIGAND_BINDING_RECEPTORS,109,Up,3.8800539253812725e-19,8.717187819023259e-17
REACTOME_CLASS_A1_RHODOPSIN_LIKE_RECEPTORS,174,Up,8.039847150456262e-10,1.3547142448518803e-7
REACTOME_G_ALPHA_I_SIGNALLING_EVENTS,128,Up,5.416675221299832e-8,7.301678198312174e-6
REACTOME_GPCR_LIGAND_BINDING,236,Up,2.1150875875947445e-6,2.375948390064763e-4
REACTOME_NEF_MEDIATES_DOWN_MODULATION_OF_CELL_SURFACE_RECEPTORS_BY_RECRUITING_THEM_TO_CLATHRIN_ADAPTERS,19,Up,7.704613188179585e-6,7.418441841190058e-4
REACTOME_THE_ROLE_OF_NEF_IN_HIV1_REPLICATION_AND_DISEASE_PATHOGENESIS,26,Up,2.1839673040516358e-4,0.018399924536635033
REACTOME_SIGNALING_BY_GPCR,422,Up,0.004949865528145593,0.3706899295522366
REACTOME_GPCR_DOWNSTREAM_SIGNALING,336,Up,0.018016571251807497,0.9823794677036074
REACTOME_THE_NLRP3_INFLAMMASOME,11,Up,0.07669659666072713,0.9823794677036074
REACTOME_ADAPTIVE_IMMUNE_SYSTEM,473,Up,0.1095585743921679,0.9823794677036074
REACTOME_INFLAMMASOMES,16,Up,0.15635456290455418,0.9823794677036074
REACTOME_HOST_INTERACTIONS_OF_HIV_FACTORS,113,Up,0.20102539666399774,0.9823794677036074
REACTOME_IMMUNE_SYSTEM,776,Up,0.30693316968095347,0.9823794677036074
REACTOME_HIV_INFECTION,184,Up,0.41136076163742374,0.9823794677036074
REACTOME_NUCLEOTIDE_BINDING_DOMAIN_LEUCINE_RICH_REPEAT_CONTAINING_RECEPTOR_NLR_SIGNALING_PATHWAYS,41,Up,0.452351763467307,0.9823794677036074
REACTOME_IL_7_SIGNALING,10,Down,0.47329562321299934,0.9823794677036074
REACTOME_CELL_SURFACE_INTERACTIONS_AT_THE_VASCULAR_WALL,75,Up,0.6146940387136641,0.9823794677036074
REACTOME_SIGNALING_BY_ILS,97,Down,0.7856968144887997,0.9823794677036074
