Pathway,NGenes,Direction,PValue,FDR
REACTOME_IMMUNOREGULATORY_INTERACTIONS_BETWEEN_A_LYMPHOID_AND_A_NON_LYMPHOID_CELL,60,Up,1.480655855833682e-41,9.979620468319016e-39
REACTOME_OTHER_SEMAPHORIN_INTERACTIONS,13,Up,3.878040414669229e-12,1.3068996197435302e-9
REACTOME_TRANSLOCATION_OF_ZAP_70_TO_IMMUNOLOGICAL_SYNAPSE,13,Up,8.63853482464686e-12,1.940790823937328e-9
REACTOME_CHEMOKINE_RECEPTORS_BIND_CHEMOKINES,49,Up,9.800211417010441e-11,1.6513356237662593e-8
REACTOME_PHOSPHORYLATION_OF_CD3_AND_TCR_ZETA_CHAINS,15,Up,3.33007366790608e-10,4.4889393043373965e-8
REACTOME_PD1_SIGNALING,17,Up,5.4044465529887955e-9,6.070994961190747e-7
REACTOME_GENERATION_OF_SECOND_MESSENGER_MOLECULES,25,Up,1.681805292186753e-8,1.6193382384769593e-6
REACTOME_SMOOTH_MUSCLE_CONTRACTION,21,Up,1.795550990046987e-7,1.5127517091145865e-5
REACTOME_REGULATION_OF_IFNG_SIGNALING,13,Up,5.928552640855426e-6,4.439827199929508e-4
REACTOME_DOWNSTREAM_TCR_SIGNALING,32,Up,8.854471939451885e-5,0.005967914087190571
REACTOME_MUSCLE_CONTRACTION,36,Up,2.3048523242106945e-4,0.014122458786527346
REACTOME_TCR_SIGNALING,48,Up,2.680449855424888e-4,0.015055193354636455
REACTOME_PEPTIDE_LIGAND_BINDING_RECEPTORS,109,Up,4.229248763329591e-4,0.021927028203724188
REACTOME_ACTIVATION_OF_THE_AP1_FAMILY_OF_TRANSCRIPTION_FACTORS,10,Up,0.006036238477922243,0.290601766722828
REACTOME_HYALURONAN_UPTAKE_AND_DEGRADATION,8,Down,0.006978677307977138,0.31357523370510604
REACTOME_SEMAPHORIN_INTERACTIONS,60,Up,0.010974605867130864,0.46230527215288764
REACTOME_ADAPTIVE_IMMUNE_SYSTEM,473,Up,0.012893420706913412,0.4831531894663955
REACTOME_L1CAM_INTERACTIONS,62,Up,0.01315198271785198,0.4831531894663955
REACTOME_COSTIMULATION_BY_THE_CD28_FAMILY,61,Up,0.013620045400388005,0.4831531894663955
REACTOME_CLASS_A1_RHODOPSIN_LIKE_RECEPTORS,174,Up,0.019456692280096013,0.6556905298392357
