Pathway,NGenes,Direction,PValue,FDR
REACTOME_CTLA4_INHIBITORY_SIGNALING,21,Up,1.552087357522636e-18,1.0461068789702568e-15
REACTOME_IL_RECEPTOR_SHC_SIGNALING,22,Up,6.318971729061427e-15,2.129493472693701e-12
REACTOME_CHEMOKINE_RECEPTORS_BIND_CHEMOKINES,49,Down,6.9059469953786135e-9,1.5515360916283952e-6
REACTOME_IL_2_SIGNALING,36,Up,9.627749920696729e-9,1.6222758616373988e-6
REACTOME_COSTIMULATION_BY_THE_CD28_FAMILY,61,Up,1.3557350333075624e-8,1.8275308248985943e-6
REACTOME_IL_3_5_AND_GM_CSF_SIGNALING,38,Up,3.0461444955426364e-8,3.4218356499928946e-6
REACTOME_PEPTIDE_LIGAND_BINDING_RECEPTORS,109,Down,9.163082747645496e-6,8.822739674161521e-4
REACTOME_CLASS_A1_RHODOPSIN_LIKE_RECEPTORS,174,Down,0.0017674842274295875,0.14891054616094274
REACTOME_G_ALPHA_I_SIGNALLING_EVENTS,128,Down,0.004251062133096503,0.3115893192705351
REACTOME_SIGNALING_BY_ILS,97,Up,0.004622986932797257,0.3115893192705351
REACTOME_GPCR_LIGAND_BINDING,236,Down,0.013491067666969109,0.8266345097761072
REACTOME_BINDING_AND_ENTRY_OF_HIV_VIRION,4,Up,0.027817202505140682,0.9851792738150518
REACTOME_SYNTHESIS_AND_INTERCONVERSION_OF_NUCLEOTIDE_DI_AND_TRIPHOSPHATES,17,Up,0.10590240185254833,0.9851792738150518
REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM,234,Up,0.12329416501190946,0.9851792738150518
REACTOME_GLUCURONIDATION,4,Up,0.1288406553765747,0.9851792738150518
REACTOME_DEFENSINS,8,Up,0.1328558086156961,0.9851792738150518
REACTOME_SIGNALING_BY_GPCR,422,Down,0.1629704236587933,0.9851792738150518
REACTOME_GPCR_DOWNSTREAM_SIGNALING,336,Down,0.1659636172210841,0.9851792738150518
REACTOME_IMMUNOREGULATORY_INTERACTIONS_BETWEEN_A_LYMPHOID_AND_A_NON_LYMPHOID_CELL,60,Down,0.17647185079833377,0.9851792738150518
REACTOME_G_ALPHA_Q_SIGNALLING_EVENTS,109,Down,0.22845186295806247,0.9851792738150518
