Pathway,NGenes,Direction,PValue,FDR
REACTOME_IL_7_SIGNALING,10,Up,3.4994502478523053e-40,2.3586294670524536e-37
REACTOME_PEPTIDE_CHAIN_ELONGATION,3,Up,1.408838032383786e-32,4.747784169133359e-30
REACTOME_CHEMOKINE_RECEPTORS_BIND_CHEMOKINES,49,Down,4.5162150199800217e-17,1.0146429744888448e-14
REACTOME_TRANSLATION,59,Up,6.796930527144526e-7,1.1452827938238527e-4
REACTOME_PEPTIDE_LIGAND_BINDING_RECEPTORS,109,Down,1.702811375189016e-6,2.2953897337547936e-4
REACTOME_APOBEC3G_MEDIATED_RESISTANCE_TO_HIV1_INFECTION,5,Down,2.089094614179389e-5,0.0023467496165948468
REACTOME_PYRUVATE_METABOLISM,16,Up,4.5697226523284517e-4,0.03944670207786399
REACTOME_ACTIVATION_OF_THE_MRNA_UPON_BINDING_OF_THE_CAP_BINDING_COMPLEX_AND_EIFS_AND_SUBSEQUENT_BINDING_TO_43S,21,Up,5.267363778943264e-4,0.03944670207786399
REACTOME_3_UTR_MEDIATED_TRANSLATIONAL_REGULATION,21,Up,5.267363778943264e-4,0.03944670207786399
REACTOME_CLASS_A1_RHODOPSIN_LIKE_RECEPTORS,174,Down,8.474172161354345e-4,0.057115920367528286
REACTOME_SIGNALING_BY_ILS,97,Up,0.0016839444712859293,0.10317987033151967
REACTOME_G_ALPHA_I_SIGNALLING_EVENTS,128,Down,0.0026173173100555833,0.14700598891478858
REACTOME_ENOS_ACTIVATION_AND_REGULATION,19,Up,0.006787216519606245,0.3518910718626622
REACTOME_GPCR_LIGAND_BINDING,236,Down,0.00905500176090444,0.43593365620354235
REACTOME_PYRUVATE_METABOLISM_AND_CITRIC_ACID_TCA_CYCLE,37,Up,0.035556624016452446,0.9928036690847426
REACTOME_DEADENYLATION_OF_MRNA,19,Up,0.040331593373245773,0.9928036690847426
REACTOME_FORMATION_OF_THE_TERNARY_COMPLEX_AND_SUBSEQUENTLY_THE_43S_COMPLEX,13,Up,0.045886220771012246,0.9928036690847426
REACTOME_NONSENSE_MEDIATED_DECAY_ENHANCED_BY_THE_EXON_JUNCTION_COMPLEX,22,Up,0.060363323101579665,0.9928036690847426
REACTOME_SIGNALING_BY_GPCR,422,Down,0.10763965853101762,0.9928036690847426
REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM,234,Up,0.12560240100841996,0.9928036690847426
