Pathway,NGenes,Direction,PValue,FDR
REACTOME_TRANSLOCATION_OF_ZAP_70_TO_IMMUNOLOGICAL_SYNAPSE,13,Up,8.37297683413435e-180,5.643386386206552e-177
REACTOME_PHOSPHORYLATION_OF_CD3_AND_TCR_ZETA_CHAINS,15,Up,1.4188335758704075e-152,4.7814691506832737e-150
REACTOME_PD1_SIGNALING,17,Up,5.5354265727015827e-132,1.2436258366669556e-129
REACTOME_GENERATION_OF_SECOND_MESSENGER_MOLECULES,25,Up,1.1551158380127114e-87,1.9463701870514186e-85
REACTOME_DOWNSTREAM_TCR_SIGNALING,32,Up,8.63214838047105e-62,1.1636136016874975e-59
REACTOME_TCR_SIGNALING,48,Up,1.2399212874084653e-38,1.3928449128555092e-36
REACTOME_IMMUNOREGULATORY_INTERACTIONS_BETWEEN_A_LYMPHOID_AND_A_NON_LYMPHOID_CELL,60,Up,1.5897793175276934e-36,1.5307303714480934e-34
REACTOME_COSTIMULATION_BY_THE_CD28_FAMILY,61,Up,3.218820467241712e-28,2.7118562436511424e-26
REACTOME_PECAM1_INTERACTIONS,10,Up,1.921793205959057e-22,1.4392095786848937e-20
REACTOME_CD28_DEPENDENT_VAV1_PATHWAY,11,Up,2.5443271901349773e-20,1.7148765261509749e-18
REACTOME_THE_ROLE_OF_NEF_IN_HIV1_REPLICATION_AND_DISEASE_PATHOGENESIS,26,Up,1.1370866328592553e-16,6.967239914064891e-15
REACTOME_REGULATION_OF_KIT_SIGNALING,16,Up,1.0195056256431972e-13,5.726223264029291e-12
REACTOME_NEF_MEDIATES_DOWN_MODULATION_OF_CELL_SURFACE_RECEPTORS_BY_RECRUITING_THEM_TO_CLATHRIN_ADAPTERS,19,Up,1.4943455816461296e-13,7.747607092534549e-12
REACTOME_CD28_DEPENDENT_PI3K_AKT_SIGNALING,21,Up,2.7330219836784755e-10,1.2280378779995282e-8
REACTOME_CTLA4_INHIBITORY_SIGNALING,21,Up,2.7330219836784755e-10,1.2280378779995282e-8
REACTOME_GPVI_MEDIATED_ACTIVATION_CASCADE,31,Up,2.7254081499927756e-7,1.1480781831844567e-5
REACTOME_CD28_CO_STIMULATION,31,Up,8.396518156171832e-7,3.328972492505774e-5
REACTOME_CELL_SURFACE_INTERACTIONS_AT_THE_VASCULAR_WALL,75,Up,1.5827884917995493e-6,5.926663574849423e-5
REACTOME_IL_2_SIGNALING,36,Up,2.5996429796140513e-6,9.221891411894055e-5
REACTOME_CHEMOKINE_RECEPTORS_BIND_CHEMOKINES,49,Up,7.009196270180604e-6,2.362099143050864e-4
