Pathway,NGenes,Direction,PValue,FDR
REACTOME_CREATION_OF_C4_AND_C2_ACTIVATORS,4,Down,2.816387068046912e-288,1.8982448838636185e-285
REACTOME_INITIAL_TRIGGERING_OF_COMPLEMENT,8,Down,1.734527528808933e-184,5.845357772086104e-182
REACTOME_COMPLEMENT_CASCADE,22,Down,4.287544462595746e-68,9.632683225965109e-66
REACTOME_HORMONE_SENSITIVE_LIPASE_HSL_MEDIATED_TRIACYLGLYCEROL_HYDROLYSIS,11,Down,1.117144101520436e-32,1.8823878110619346e-30
REACTOME_LIPID_DIGESTION_MOBILIZATION_AND_TRANSPORT,35,Down,1.474519380850343e-25,1.9876521253862626e-23
REACTOME_CS_DS_DEGRADATION,7,Up,4.206078032538217e-15,4.724827656551264e-13
REACTOME_GLYCOPROTEIN_HORMONES,3,Down,2.2740231308863136e-12,2.1895594145962507e-10
REACTOME_BETA_DEFENSINS,6,Up,3.900563692428809e-12,3.2862249108712716e-10
REACTOME_SYNTHESIS_OF_BILE_ACIDS_AND_BILE_SALTS_VIA_7ALPHA_HYDROXYCHOLESTEROL,10,Down,3.025186309097355e-11,2.265528413701797e-9
REACTOME_SYNTHESIS_OF_BILE_ACIDS_AND_BILE_SALTS_VIA_24_HYDROXYCHOLESTEROL,7,Down,4.877350137137569e-10,3.287333992430722e-8
REACTOME_PEPTIDE_HORMONE_BIOSYNTHESIS,4,Down,1.7371547397320143e-9,1.0644020859812524e-7
REACTOME_LIPOPROTEIN_METABOLISM,23,Down,1.3762132481140428e-8,7.729731076907207e-7
REACTOME_CHONDROITIN_SULFATE_BIOSYNTHESIS,14,Up,4.651145290625769e-8,2.2409037299585583e-6
REACTOME_SYNTHESIS_OF_BILE_ACIDS_AND_BILE_SALTS,14,Down,4.6546961749881025e-8,2.2409037299585583e-6
REACTOME_DEFENSINS,8,Up,2.6315552484263674e-7,1.1824454916262477e-5
REACTOME_CHYLOMICRON_MEDIATED_LIPID_TRANSPORT,13,Down,3.385175366626554e-7,1.426005123191436e-5
REACTOME_ENDOGENOUS_STEROLS,10,Down,3.631964899343794e-7,1.4357837035172067e-5
REACTOME_INTRINSIC_PATHWAY,10,Down,3.8344371904020356e-7,1.4357837035172067e-5
REACTOME_BILE_ACID_AND_BILE_SALT_METABOLISM,16,Down,4.592458633911337e-7,1.6291142732927583e-5
REACTOME_A_TETRASACCHARIDE_LINKER_SEQUENCE_IS_REQUIRED_FOR_GAG_SYNTHESIS,17,Up,8.269259914105548e-7,2.78674059105357e-5
