Pathway,NGenes,Direction,PValue,FDR
REACTOME_GLYCOPROTEIN_HORMONES,3,Down,3.0480770079257017e-61,2.054403903341923e-58
REACTOME_PEPTIDE_HORMONE_BIOSYNTHESIS,4,Down,7.898135271823092e-46,2.661671586604382e-43
REACTOME_LIPID_DIGESTION_MOBILIZATION_AND_TRANSPORT,35,Up,1.2401022505868337e-26,2.786096389651753e-24
REACTOME_HDL_MEDIATED_LIPID_TRANSPORT,13,Up,7.271082139024143e-24,1.2251773404255681e-21
REACTOME_HORMONE_SENSITIVE_LIPASE_HSL_MEDIATED_TRIACYLGLYCEROL_HYDROLYSIS,11,Up,3.7028250450365494e-23,4.991408160709269e-21
REACTOME_LIPOPROTEIN_METABOLISM,23,Up,3.655788857919085e-13,4.106669483729105e-11
REACTOME_IONOTROPIC_ACTIVITY_OF_KAINATE_RECEPTORS,8,Down,2.6080745100926154e-10,2.5112031711463183e-8
REACTOME_IRON_UPTAKE_AND_TRANSPORT,33,Up,3.3283222986609235e-9,2.804111536621828e-7
REACTOME_CREB_PHOSPHORYLATION_THROUGH_THE_ACTIVATION_OF_CAMKII,10,Down,2.1928715872155024e-8,1.6422171664258318e-6
REACTOME_INITIAL_TRIGGERING_OF_COMPLEMENT,8,Up,3.2892720663803095e-7,2.216969372740329e-5
REACTOME_RAS_ACTIVATION_UOPN_CA2_INFUX_THROUGH_NMDA_RECEPTOR,12,Down,4.2381007309547886e-7,2.5967999024213887e-5
REACTOME_GLYCOGEN_BREAKDOWN_GLYCOGENOLYSIS,13,Down,1.3263429902842727e-6,7.449626462096665e-5
REACTOME_SMOOTH_MUSCLE_CONTRACTION,21,Down,1.920940033194206e-6,9.959335249022269e-5
REACTOME_METABOLISM_OF_PORPHYRINS,12,Up,2.3014462383628807e-6,1.1079819747547012e-4
REACTOME_PASSIVE_TRANSPORT_BY_AQUAPORINS,8,Down,4.604172363773514e-6,2.0688081154555656e-4
REACTOME_POST_CHAPERONIN_TUBULIN_FOLDING_PATHWAY,15,Down,1.8337451243147426e-5,7.724651336175853e-4
REACTOME_GOLGI_ASSOCIATED_VESICLE_BIOGENESIS,46,Up,3.702512324871646e-5,0.001467937239390288
REACTOME_CREB_PHOSPHORYLATION_THROUGH_THE_ACTIVATION_OF_RAS,18,Down,6.000968884243835e-5,0.0022164786989857578
REACTOME_CROSS_PRESENTATION_OF_SOLUBLE_EXOGENOUS_ANTIGENS_ENDOSOMES,46,Down,6.248233721176469e-5,0.0022164786989857578
REACTOME_FORMATION_OF_TUBULIN_FOLDING_INTERMEDIATES_BY_CCT_TRIC,18,Down,1.1540210167216287e-4,0.003889050826351889
