Pathway,NGenes,Direction,PValue,FDR
REACTOME_CHOLESTEROL_BIOSYNTHESIS,20,Up,0,0
REACTOME_CHYLOMICRON_MEDIATED_LIPID_TRANSPORT,13,Up,4.844161770685566e-24,1.6324825167210357e-21
REACTOME_GLYCOPROTEIN_HORMONES,3,Up,5.260652869147512e-23,1.1818933446018077e-20
REACTOME_METABOLISM_OF_LIPIDS_AND_LIPOPROTEINS,393,Up,1.9155740993089665e-17,2.7847073210219704e-15
REACTOME_PEPTIDE_HORMONE_BIOSYNTHESIS,4,Up,2.0658066179688208e-17,2.7847073210219704e-15
REACTOME_ALPHA_LINOLENIC_ACID_ALA_METABOLISM,9,Up,4.857045990770431e-14,5.456081662965451e-12
REACTOME_PPARA_ACTIVATES_GENE_EXPRESSION,89,Up,1.5553508213697474e-11,1.4975806480045855e-9
REACTOME_ENDOGENOUS_STEROLS,10,Up,6.131865645736776e-11,5.166096806533234e-9
REACTOME_LIPOPROTEIN_METABOLISM,23,Up,9.576248473955241e-11,7.1715460793842575e-9
REACTOME_POST_CHAPERONIN_TUBULIN_FOLDING_PATHWAY,15,Up,2.1772201534577595e-7,1.46744638343053e-5
REACTOME_LIPID_DIGESTION_MOBILIZATION_AND_TRANSPORT,35,Up,7.722375181878e-7,4.731709884168884e-5
REACTOME_FATTY_ACID_TRIACYLGLYCEROL_AND_KETONE_BODY_METABOLISM,149,Up,1.1391686927387393e-6,6.398330824215919e-5
REACTOME_FORMATION_OF_TUBULIN_FOLDING_INTERMEDIATES_BY_CCT_TRIC,18,Up,3.37848744650067e-6,1.7516157991857322e-4
REACTOME_PREFOLDIN_MEDIATED_TRANSFER_OF_SUBSTRATE_TO_CCT_TRIC,23,Up,0.0010787397512842596,0.051933613740399356
REACTOME_CYTOCHROME_P450_ARRANGED_BY_SUBSTRATE_TYPE,33,Up,0.0016795706420888123,0.0754687075178573
REACTOME_PASSIVE_TRANSPORT_BY_AQUAPORINS,8,Up,0.003170750548141014,0.1335678668404402
REACTOME_INTERFERON_ALPHA_BETA_SIGNALING,50,Down,0.011395722550395256,0.45180688229214133
REACTOME_PROTEIN_FOLDING,46,Up,0.01298784786716539,0.46572183978001236
REACTOME_PHASE1_FUNCTIONALIZATION_OF_COMPOUNDS,46,Up,0.01312865720448106,0.46572183978001236
REACTOME_LOSS_OF_NLP_FROM_MITOTIC_CENTROSOMES,52,Up,0.0667743698819018,0.9745450605632676
