Pathway,NGenes,Direction,PValue,FDR
REACTOME_REVERSIBLE_HYDRATION_OF_CARBON_DIOXIDE,6,Up,3.919314495956321e-53,2.64161797027456e-50
REACTOME_TETRAHYDROBIOPTERIN_BH4_SYNTHESIS_RECYCLING_SALVAGE_AND_REGULATION,12,Up,1.821859576600722e-28,6.139666773144433e-26
REACTOME_ENOS_ACTIVATION_AND_REGULATION,19,Up,2.3555599158733858e-17,5.2921579443288734e-15
REACTOME_SYNTHESIS_OF_BILE_ACIDS_AND_BILE_SALTS_VIA_24_HYDROXYCHOLESTEROL,7,Up,2.3829003658337883e-13,4.015187116429933e-11
REACTOME_SYNTHESIS_OF_PA,22,Up,2.2143128344580573e-11,2.9848937008494615e-9
REACTOME_SYNTHESIS_OF_BILE_ACIDS_AND_BILE_SALTS_VIA_7ALPHA_HYDROXYCHOLESTEROL,10,Up,1.834314552480506e-9,1.7661828691026587e-7
REACTOME_ENDOGENOUS_STEROLS,10,Up,1.834314552480506e-9,1.7661828691026587e-7
REACTOME_HDL_MEDIATED_LIPID_TRANSPORT,13,Up,5.973275988242571e-7,4.829058705179398e-5
REACTOME_TRIGLYCERIDE_BIOSYNTHESIS,35,Up,6.44829797427516e-7,4.829058705179398e-5
REACTOME_SYNTHESIS_OF_BILE_ACIDS_AND_BILE_SALTS,14,Up,7.207594421959664e-7,4.857918640400814e-5
REACTOME_LIPID_DIGESTION_MOBILIZATION_AND_TRANSPORT,35,Up,4.525349529118807e-6,2.62029066577313e-4
REACTOME_BILE_ACID_AND_BILE_SALT_METABOLISM,16,Up,4.6652059331272346e-6,2.62029066577313e-4
REACTOME_ABCA_TRANSPORTERS_IN_LIPID_HOMEOSTASIS,13,Up,2.659568812944623e-5,0.0013788841384035969
REACTOME_INTRINSIC_PATHWAY,10,Up,9.14987209199645e-5,0.004405009850004005
REACTOME_ADVANCED_GLYCOSYLATION_ENDPRODUCT_RECEPTOR_SIGNALING,13,Up,1.302486200229797e-4,0.00585250465969922
REACTOME_HORMONE_SENSITIVE_LIPASE_HSL_MEDIATED_TRIACYLGLYCEROL_HYDROLYSIS,11,Up,2.6259580703963186e-4,0.011061848371544492
REACTOME_LIPOPROTEIN_METABOLISM,23,Up,4.1204118671414163e-4,0.01633622116737244
REACTOME_RESPONSE_TO_ELEVATED_PLATELET_CYTOSOLIC_CA2_,64,Up,6.40614229622158e-4,0.02398744393140747
REACTOME_TRANSFERRIN_ENDOCYTOSIS_AND_RECYCLING,23,Up,0.002238931392549367,0.07893724792452432
REACTOME_PHASE1_FUNCTIONALIZATION_OF_COMPOUNDS,46,Up,0.0024171978064201592,0.07893724792452432
