Pathway,NGenes,Direction,PValue,FDR
REACTOME_GLYCOPROTEIN_HORMONES,3,Up,7.521436313939074e-24,5.0694480755949364e-21
REACTOME_CREATION_OF_C4_AND_C2_ACTIVATORS,4,Up,5.267292864153967e-22,1.7750776952198867e-19
REACTOME_PEPTIDE_HORMONE_BIOSYNTHESIS,4,Up,4.592707328012267e-18,1.0318282463600893e-15
REACTOME_COMPLEMENT_CASCADE,22,Up,1.495462465775292e-12,2.519854254831367e-10
REACTOME_INITIAL_TRIGGERING_OF_COMPLEMENT,8,Up,2.8728413359283933e-11,3.872590120831474e-9
REACTOME_PROSTANOID_LIGAND_RECEPTORS,8,Up,6.5532703562850165e-6,7.361507033560169e-4
REACTOME_HORMONE_SENSITIVE_LIPASE_HSL_MEDIATED_TRIACYLGLYCEROL_HYDROLYSIS,11,Up,1.9245141030113673e-5,0.0018530321506138024
REACTOME_P130CAS_LINKAGE_TO_MAPK_SIGNALING_FOR_INTEGRINS,12,Down,1.5247171675056257e-4,0.011418437454431019
REACTOME_GRB2_SOS_PROVIDES_LINKAGE_TO_MAPK_SIGNALING_FOR_INTERGRINS_,12,Down,1.5247171675056257e-4,0.011418437454431019
REACTOME_EICOSANOID_LIGAND_BINDING_RECEPTORS,12,Up,3.339010349336592e-4,0.022504929754528634
REACTOME_PASSIVE_TRANSPORT_BY_AQUAPORINS,8,Up,5.279110510630717e-4,0.032346549856046396
REACTOME_LIPID_DIGESTION_MOBILIZATION_AND_TRANSPORT,35,Up,9.044000497902744e-4,0.05079713612988708
REACTOME_IKK_COMPLEX_RECRUITMENT_MEDIATED_BY_RIP1,9,Down,0.0012610563500069904,0.06538092153113166
REACTOME_INTERFERON_ALPHA_BETA_SIGNALING,50,Down,0.0017467357407617927,0.08409284923381774
REACTOME_TRAF6_MEDIATED_INDUCTION_OF_TAK1_COMPLEX,10,Down,0.0022697155639518026,0.10198588600690099
REACTOME_ACTIVATION_OF_IRF3_IRF7_MEDIATED_BY_TBK1_IKK_EPSILON,11,Down,0.003683100421515506,0.1551506052563407
REACTOME_INTEGRIN_ALPHAIIB_BETA3_SIGNALING,23,Down,0.007819160725162224,0.3100067252211376
REACTOME_SYNTHESIS_OF_PA,22,Up,0.00887604272585136,0.3323584887346565
REACTOME_TRANSCRIPTIONAL_REGULATION_OF_WHITE_ADIPOCYTE_DIFFERENTIATION,63,Up,0.011973972599750294,0.42476092274903676
REACTOME_COLLAGEN_FORMATION,47,Up,0.013720419679731281,0.4623781432069442
