Pathway,NGenes,Direction,PValue,FDR
REACTOME_AMYLOIDS,15,Up,3.098273305983485e-43,2.0882362082328688e-40
REACTOME_INITIAL_TRIGGERING_OF_COMPLEMENT,8,Up,1.586028049230624e-42,5.344914525907203e-40
REACTOME_COMPLEMENT_CASCADE,22,Up,1.536473322170275e-14,3.451943397142551e-12
REACTOME_P130CAS_LINKAGE_TO_MAPK_SIGNALING_FOR_INTEGRINS,12,Down,1.502514644656346e-9,2.0253897409967547e-7
REACTOME_GRB2_SOS_PROVIDES_LINKAGE_TO_MAPK_SIGNALING_FOR_INTERGRINS_,12,Down,1.502514644656346e-9,2.0253897409967547e-7
REACTOME_INTEGRIN_ALPHAIIB_BETA3_SIGNALING,23,Down,2.595481695153743e-5,0.0029155911042227046
REACTOME_PLATELET_AGGREGATION_PLUG_FORMATION,27,Down,1.2591305410065601e-4,0.012123628351977452
REACTOME_INTERFERON_ALPHA_BETA_SIGNALING,50,Down,0.0010656404661248705,0.08978020927102034
REACTOME_LATENT_INFECTION_OF_HOMO_SAPIENS_WITH_MYCOBACTERIUM_TUBERCULOSIS,26,Up,0.0034913468958312354,0.2614630897544725
REACTOME_ETHANOL_OXIDATION,7,Up,0.006209257665898953,0.4185039666815895
REACTOME_CELL_SURFACE_INTERACTIONS_AT_THE_VASCULAR_WALL,75,Down,0.011686622889776612,0.7160712570644943
REACTOME_RESPONSE_TO_ELEVATED_PLATELET_CYTOSOLIC_CA2_,64,Up,0.013637786628852169,0.7659890156538635
REACTOME_HORMONE_SENSITIVE_LIPASE_HSL_MEDIATED_TRIACYLGLYCEROL_HYDROLYSIS,11,Up,0.02920387236917153,0.9829229265651775
REACTOME_INTEGRIN_CELL_SURFACE_INTERACTIONS,72,Down,0.03825475675763931,0.9829229265651775
REACTOME_INTERFERON_SIGNALING,137,Down,0.04623143634229966,0.9829229265651775
REACTOME_CREATION_OF_C4_AND_C2_ACTIVATORS,4,Up,0.05940449255582285,0.9829229265651775
REACTOME_INNATE_IMMUNE_SYSTEM,194,Up,0.06799990563251959,0.9829229265651775
REACTOME_COLLAGEN_FORMATION,47,Up,0.07886329889309832,0.9829229265651775
REACTOME_VEGF_LIGAND_RECEPTOR_INTERACTIONS,8,Down,0.1719250676620851,0.9829229265651775
REACTOME_EXTRACELLULAR_MATRIX_ORGANIZATION,67,Up,0.17902073117582565,0.9829229265651775
