Pathway,NGenes,Direction,PValue,FDR
REACTOME_PASSIVE_TRANSPORT_BY_AQUAPORINS,8,Up,1.9604967199609857e-29,1.3213747892537043e-26
REACTOME_INTERFERON_ALPHA_BETA_SIGNALING,50,Down,8.377529355657248e-23,2.619378261505248e-20
REACTOME_HORMONE_SENSITIVE_LIPASE_HSL_MEDIATED_TRIACYLGLYCEROL_HYDROLYSIS,11,Up,1.165895368622514e-22,2.619378261505248e-20
REACTOME_GLYCOPROTEIN_HORMONES,3,Up,3.3690874886313734e-20,5.676912418343864e-18
REACTOME_PEPTIDE_HORMONE_BIOSYNTHESIS,4,Up,2.218429835654224e-15,2.9904434184618943e-13
REACTOME_CREATION_OF_C4_AND_C2_ACTIVATORS,4,Up,4.086815550257093e-15,4.590856134788801e-13
REACTOME_INITIAL_TRIGGERING_OF_COMPLEMENT,8,Up,5.4371349458089764e-8,5.2351842192503574e-6
REACTOME_REGULATION_OF_INSULIN_SECRETION_BY_ACETYLCHOLINE,10,Down,1.1522931934729308e-7,9.708070155009442e-6
REACTOME_LIPID_DIGESTION_MOBILIZATION_AND_TRANSPORT,35,Up,1.3480623414060008e-7,1.0095489090084939e-5
REACTOME_REGULATION_OF_WATER_BALANCE_BY_RENAL_AQUAPORINS,35,Up,1.725646748023212e-6,1.150960037840553e-4
REACTOME_INTERFERON_SIGNALING,137,Down,1.8784214267427423e-6,1.150960037840553e-4
REACTOME_AQUAPORIN_MEDIATED_TRANSPORT,40,Up,1.1374600883185578e-5,6.388734162722567e-4
REACTOME_SYNTHESIS_OF_PA,22,Up,4.1362880016965076e-5,0.002144506240879574
REACTOME_TRANSCRIPTIONAL_REGULATION_OF_WHITE_ADIPOCYTE_DIFFERENTIATION,63,Up,3.720489728236769e-4,0.01791150054879702
REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM,234,Down,0.0018679626440957016,0.08393378814136686
REACTOME_TRIGLYCERIDE_BIOSYNTHESIS,35,Up,0.0020890221690639294,0.08624221057633374
REACTOME_COMPLEMENT_CASCADE,22,Up,0.002175248634714649,0.08624221057633374
REACTOME_GLYCEROPHOSPHOLIPID_BIOSYNTHESIS,70,Up,0.05498026735967997,0.992438563489071
REACTOME_REGULATION_OF_INSULIN_SECRETION,66,Down,0.08598211749354158,0.992438563489071
REACTOME_INTEGRATION_OF_ENERGY_METABOLISM,90,Down,0.16513172709348073,0.992438563489071
