Pathway,NGenes,Direction,PValue,FDR
REACTOME_UNWINDING_OF_DNA,11,Up,2.678592061219372e-301,1.8053710492618567e-298
REACTOME_G1_S_SPECIFIC_TRANSCRIPTION,16,Up,2.3159406889287103e-278,7.804720121689753e-276
REACTOME_DNA_STRAND_ELONGATION,29,Up,2.3961212773486676e-227,5.3832858031100064e-225
REACTOME_ACTIVATION_OF_THE_PRE_REPLICATIVE_COMPLEX,28,Up,1.2280849904934133e-211,2.0693232089814013e-209
REACTOME_E2F_MEDIATED_REGULATION_OF_DNA_REPLICATION,31,Up,1.1876950075717017e-165,1.601012870206654e-163
REACTOME_ACTIVATION_OF_ATR_IN_RESPONSE_TO_REPLICATION_STRESS,35,Up,1.6178915360970744e-137,1.8174314922157133e-135
REACTOME_G2_M_CHECKPOINTS,41,Up,1.3229737463094815e-132,1.273834721446558e-130
REACTOME_G1_S_TRANSITION,100,Up,3.05050696229585e-108,2.5700521157342535e-106
REACTOME_ASSOCIATION_OF_LICENSING_FACTORS_WITH_THE_PRE_REPLICATIVE_COMPLEX,11,Up,2.0668971421680726e-87,1.5478763042458676e-85
REACTOME_M_G1_TRANSITION,73,Up,9.002639978966762e-85,6.0677793458235986e-83
REACTOME_MITOTIC_G1_G1_S_PHASES,124,Up,2.806298914706321e-84,1.7194958804655093e-82
REACTOME_SYNTHESIS_OF_DNA,86,Up,2.206577314196092e-78,1.2393609248068048e-76
REACTOME_ASSEMBLY_OF_THE_PRE_REPLICATIVE_COMPLEX,60,Up,1.232874411540945e-72,6.3919796413738226e-71
REACTOME_DNA_REPLICATION,177,Up,1.5770114689378186e-70,7.592183786172071e-69
REACTOME_S_PHASE,102,Up,7.555788018272011e-69,3.395067416210223e-67
REACTOME_MITOTIC_M_M_G1_PHASES,157,Up,6.08328274028275e-58,2.5625828543441087e-56
REACTOME_G0_AND_EARLY_G1,23,Up,1.497161584546932e-56,5.9358053410860714e-55
REACTOME_CDC6_ASSOCIATION_WITH_THE_ORC_ORIGIN_COMPLEX,11,Up,8.426724860585713e-55,3.1553403089082057e-53
REACTOME_CELL_CYCLE_MITOTIC,292,Up,5.198962688665346e-50,1.8442636064002334e-48
REACTOME_PROCESSIVE_SYNTHESIS_ON_THE_LAGGING_STRAND,14,Up,4.9820524896344125e-47,1.678951689006797e-45
