Pathway,NGenes,Direction,PValue,FDR
REACTOME_CHEMOKINE_RECEPTORS_BIND_CHEMOKINES,49,Up,4.174147575222778e-87,2.8133754657001524e-84
REACTOME_PEPTIDE_LIGAND_BINDING_RECEPTORS,109,Up,2.5231860881850693e-29,8.503137117183684e-27
REACTOME_REGULATION_OF_INSULIN_SECRETION_BY_ACETYLCHOLINE,10,Up,1.7267185367616034e-19,3.879360979257735e-17
REACTOME_CLASS_A1_RHODOPSIN_LIKE_RECEPTORS,174,Up,2.2878061807582277e-14,3.854953414577614e-12
REACTOME_GPCR_LIGAND_BINDING,236,Up,5.719348234170802e-9,7.709681419662242e-7
REACTOME_G_ALPHA_I_SIGNALLING_EVENTS,128,Up,5.2355482660588326e-8,5.881265885539422e-6
REACTOME_IL1_SIGNALING,35,Up,4.041364504920534e-6,3.8912566804520573e-4
REACTOME_INTERFERON_GAMMA_SIGNALING,58,Up,5.996467162553398e-6,5.052023584451238e-4
REACTOME_RIP_MEDIATED_NFKB_ACTIVATION_VIA_DAI,17,Up,6.408331191447282e-5,0.004799128025594964
REACTOME_TAK1_ACTIVATES_NFKB_BY_PHOSPHORYLATION_AND_ACTIVATION_OF_IKKS_COMPLEX,20,Up,3.073440929484559e-4,0.01883181078611448
REACTOME_TRAF6_MEDIATED_NFKB_ACTIVATION,20,Up,3.073440929484559e-4,0.01883181078611448
REACTOME_NFKB_IS_ACTIVATED_AND_SIGNALS_SURVIVAL,6,Up,3.6596189323348505e-4,0.02055485966994741
REACTOME_PASSIVE_TRANSPORT_BY_AQUAPORINS,8,Up,7.731072759545691e-4,0.04008263876872151
REACTOME_SIGNALING_BY_GPCR,422,Up,8.609312145349237e-4,0.041447688471181326
REACTOME_ALPHA_LINOLENIC_ACID_ALA_METABOLISM,9,Up,0.0010549147555725064,0.04740083635039128
REACTOME_FACILITATIVE_NA_INDEPENDENT_GLUCOSE_TRANSPORTERS,9,Up,0.0013665824312942504,0.057567284918270296
REACTOME_RIG_I_MDA5_MEDIATED_INDUCTION_OF_IFN_ALPHA_BETA_PATHWAYS,56,Up,0.002192109771533051,0.08691070505960449
REACTOME_SIGNALING_BY_ILS,97,Up,0.004104276510611431,0.15368235378622802
REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM,234,Up,0.004465236480369834,0.1583983888299615
REACTOME_P75NTR_SIGNALS_VIA_NFKB,9,Up,0.0047662945423671685,0.1606241260777736
