Pathway,NGenes,Direction,PValue,FDR
REACTOME_GLYCOPROTEIN_HORMONES,3,Up,1.2301579737910404e-110,8.291264743351612e-108
REACTOME_PEPTIDE_HORMONE_BIOSYNTHESIS,4,Up,2.5204017928289542e-82,8.493754041833576e-80
REACTOME_LYSOSOME_VESICLE_BIOGENESIS,20,Down,7.450812625223274e-30,1.673949236466829e-27
REACTOME_GABA_SYNTHESIS_RELEASE_REUPTAKE_AND_DEGRADATION,12,Down,2.0715876259021983e-26,3.490625149645204e-24
REACTOME_NEUROTRANSMITTER_RELEASE_CYCLE,21,Down,1.0327028618969376e-14,1.3920834578370719e-12
REACTOME_GOLGI_ASSOCIATED_VESICLE_BIOGENESIS,46,Down,1.1064190314121681e-11,1.2428773786196689e-9
REACTOME_RETROGRADE_NEUROTROPHIN_SIGNALLING,11,Down,1.1069661733121995e-10,1.0658502868748893e-8
REACTOME_DESTABILIZATION_OF_MRNA_BY_AUF1_HNRNP_D0,47,Down,6.140098265704333e-10,4.658098672436155e-8
REACTOME_TRANS_GOLGI_NETWORK_VESICLE_BUDDING,53,Down,6.220013064083887e-10,4.658098672436155e-8
REACTOME_ACTIVATION_OF_THE_AP1_FAMILY_OF_TRANSCRIPTION_FACTORS,10,Down,2.3607309013870178e-8,1.5496726540478028e-6
REACTOME_TRANSLATION,59,Down,2.5291393463688177e-8,1.5496726540478028e-6
REACTOME_GAP_JUNCTION_DEGRADATION,9,Down,1.2489638504714287e-7,7.015013626814524e-6
REACTOME_RECYCLING_PATHWAY_OF_L1,16,Down,1.6345707526401028e-7,8.474620671380225e-6
REACTOME_EGFR_DOWNREGULATION,19,Down,6.4688652209080105e-6,3.114296542065714e-4
REACTOME_REGULATION_OF_MRNA_STABILITY_BY_PROTEINS_THAT_BIND_AU_RICH_ELEMENTS,78,Down,9.570145271030938e-6,4.3001852751165675e-4
REACTOME_INTERFERON_ALPHA_BETA_SIGNALING,50,Down,5.887966924260957e-5,0.0024803060668449283
REACTOME_METAL_ION_SLC_TRANSPORTERS,17,Up,7.22368663153084e-5,0.0028639792880304623
REACTOME_SIGNAL_TRANSDUCTION_BY_L1,26,Down,7.852341458614065e-5,0.002940265635058822
REACTOME_MEMBRANE_TRAFFICKING,110,Down,2.2689907871370498e-4,0.008048946265949325
REACTOME_FORMATION_OF_THE_TERNARY_COMPLEX_AND_SUBSEQUENTLY_THE_43S_COMPLEX,13,Down,2.617015718405925e-4,0.008819342971027967
