Pathway,NGenes,Direction,PValue,FDR
REACTOME_CREATION_OF_C4_AND_C2_ACTIVATORS,4,Down,1.5259530383123252e-109,1.0284923478225072e-106
REACTOME_INITIAL_TRIGGERING_OF_COMPLEMENT,8,Down,6.693270883400991e-77,2.255632287706134e-74
REACTOME_COMPLEMENT_CASCADE,22,Down,2.3045998327260323e-31,5.177667624191152e-29
REACTOME_SYNTHESIS_SECRETION_AND_DEACYLATION_OF_GHRELIN,8,Up,6.716820533194477e-20,1.1317842598432693e-17
REACTOME_THE_NLRP3_INFLAMMASOME,11,Down,6.786809230580242e-14,9.148618842822167e-12
REACTOME_ETHANOL_OXIDATION,7,Down,1.6682804275927952e-13,1.8740350136625732e-11
REACTOME_TRAFFICKING_AND_PROCESSING_OF_ENDOSOMAL_TLR,10,Up,4.1320435774503837e-11,3.978567673145084e-9
REACTOME_HORMONE_SENSITIVE_LIPASE_HSL_MEDIATED_TRIACYLGLYCEROL_HYDROLYSIS,11,Down,7.898827632277708e-11,6.6547622801939694e-09
REACTOME_INFLAMMASOMES,16,Down,1.777040493342756e-9,1.3308058805700194e-7
REACTOME_BINDING_AND_ENTRY_OF_HIV_VIRION,4,Up,1.62436391220724e-8,1.09482127682768e-6
REACTOME_REGULATION_OF_INSULIN_SECRETION_BY_ACETYLCHOLINE,10,Up,8.203949147069604e-8,5.026783386477194e-6
REACTOME_GLYCOPROTEIN_HORMONES,3,Down,6.203498036966239e-6,3.484298064096038e-4
REACTOME_EARLY_PHASE_OF_HIV_LIFE_CYCLE,13,Up,2.5523490687249496e-5,0.0013232948248620123
REACTOME_CELL_SURFACE_INTERACTIONS_AT_THE_VASCULAR_WALL,75,Down,6.134501237814173e-5,0.0029533241673476806
REACTOME_PEPTIDE_HORMONE_BIOSYNTHESIS,4,Down,1.0872101071770907e-4,0.004885197414915728
REACTOME_LIPID_DIGESTION_MOBILIZATION_AND_TRANSPORT,35,Down,1.6317182941384307e-4,0.0068736133140581395
REACTOME_BASIGIN_INTERACTIONS,20,Down,2.4755483868739393e-4,0.009814821251488443
REACTOME_CHEMOKINE_RECEPTORS_BIND_CHEMOKINES,49,Up,5.657359741370449e-4,0.021183669253798238
REACTOME_NUCLEOTIDE_BINDING_DOMAIN_LEUCINE_RICH_REPEAT_CONTAINING_RECEPTOR_NLR_SIGNALING_PATHWAYS,41,Down,0.001323241228444557,0.04694024147219113
REACTOME_OTHER_SEMAPHORIN_INTERACTIONS,13,Up,0.0025943410342306288,0.08742929285357219
