Pathway,NGenes,Direction,PValue,FDR
REACTOME_CS_DS_DEGRADATION,7,Up,7.35318629642184e-84,4.95604756378832e-81
REACTOME_CHONDROITIN_SULFATE_BIOSYNTHESIS,14,Up,3.252587899251309e-40,1.0961221220476912e-37
REACTOME_A_TETRASACCHARIDE_LINKER_SEQUENCE_IS_REQUIRED_FOR_GAG_SYNTHESIS,17,Up,1.2694678385655762e-32,2.8520710773106612e-30
REACTOME_CREATION_OF_C4_AND_C2_ACTIVATORS,4,Down,2.0679540141302544e-30,3.4845025138094788e-28
REACTOME_HORMONE_SENSITIVE_LIPASE_HSL_MEDIATED_TRIACYLGLYCEROL_HYDROLYSIS,11,Down,3.14716953804415e-25,4.2423845372835144e-23
REACTOME_INTRINSIC_PATHWAY,10,Down,6.020156318630161e-21,6.762642264594547e-19
REACTOME_INITIAL_TRIGGERING_OF_COMPLEMENT,8,Down,1.1349538894692187e-18,1.0927984592889334e-16
REACTOME_HEPARAN_SULFATE_HEPARIN_HS_GAG_METABOLISM,35,Up,9.478218265296565e-15,7.985398888512356e-13
REACTOME_COMPLEMENT_CASCADE,22,Down,4.3772758877191404e-14,3.278093275914112e-12
REACTOME_CHONDROITIN_SULFATE_DERMATAN_SULFATE_METABOLISM,37,Up,7.295347622985434e-14,4.917064297892183e-12
REACTOME_FORMATION_OF_FIBRIN_CLOT_CLOTTING_CASCADE,19,Down,7.169999113089449e-11,4.393254002020263e-9
REACTOME_IKK_COMPLEX_RECRUITMENT_MEDIATED_BY_RIP1,9,Up,6.457341756962247e-8,3.626873620160462e-6
REACTOME_LIPID_DIGESTION_MOBILIZATION_AND_TRANSPORT,35,Down,1.802278870337129e-7,9.344122758517114e-6
REACTOME_TRAF6_MEDIATED_INDUCTION_OF_TAK1_COMPLEX,10,Up,3.2390312588654295e-7,1.5593621917680713e-5
REACTOME_ACTIVATION_OF_IRF3_IRF7_MEDIATED_BY_TBK1_IKK_EPSILON,11,Up,1.215080545886112e-6,5.4597619195149295e-5
REACTOME_GLYCOSAMINOGLYCAN_METABOLISM,84,Up,6.487144447720926e-6,2.73270959860244e-4
REACTOME_SYNTHESIS_OF_PA,22,Down,1.1522781848707447e-5,4.568444097664012e-4
REACTOME_RESPONSE_TO_ELEVATED_PLATELET_CYTOSOLIC_CA2_,64,Down,4.397567005171407e-4,0.016466445341586266
REACTOME_INSULIN_SYNTHESIS_AND_PROCESSING,16,Down,5.918228446582727e-4,0.020994136699982936
REACTOME_TRIGLYCERIDE_BIOSYNTHESIS,35,Down,0.001042920632090438,0.035146425301447765
